date,store_nbr,family,sales,prediction_nb11,weighted_abs_error_nb11
2017-08-14,14,25,322.0,209.30676,36287.22328
2017-07-29,36,25,332.0,222.76263,36266.80684
2017-07-22,3,25,708.0,656.77716,36265.770720000015
2017-07-28,7,11,341.0,234.82669,36205.09871
2017-08-15,20,9,658.019,603.0325,36182.161743499986
2017-07-23,43,22,221.0,57.309597,36175.579063
2017-07-24,6,24,477.358,401.6263,36151.1328486
2017-07-23,45,13,321.0,208.43694,36132.74226
2017-08-07,8,8,1329.0,1301.8325,36105.60750000003
2017-08-04,36,5,534.0,466.4415,36076.23899999999
2017-08-01,21,8,744.0,695.6004,36009.30239999997
2017-07-21,44,25,568.0,504.6308,35993.70559999999
2017-08-02,27,5,733.344,684.3021,35964.58311360004
2017-07-24,41,5,525.663,457.4186,35873.55603719999
2017-07-20,6,5,498.08398,426.09924,35854.445798465196
2017-08-11,21,8,519.0,449.96234,35830.54554000001
2017-07-30,16,8,440.0,358.64868,35794.580799999996
2017-07-29,53,22,282.0,155.08527,35789.953859999994
2017-08-09,50,9,460.226,382.4654,35787.4498956
2017-08-15,50,8,1018.0,982.87646,35755.763720000046
2017-07-26,1,30,3766.491,3757.0034,35734.96001159973
2017-08-11,3,18,476.0,401.08264,35660.663359999984
2017-08-03,45,31,459.0,381.41055,35613.55755
2017-08-08,18,5,532.0,465.0916,35595.26879999998
2017-07-31,22,5,306.0,189.7485,35572.958999999995
2017-07-27,17,7,836.0,793.64136,35411.82304000003
2017-08-14,34,10,266.0,133.07294,35358.59796000001
2017-08-11,46,28,1005.745,970.70996,35236.316304799984
2017-08-11,21,9,360.11,262.2623,35235.935247000016
2017-08-07,19,30,518.258,450.32974,35204.364171080015
2017-07-31,43,9,415.353,330.60904,35198.65801788001
2017-08-10,39,10,320.0,210.01529,35195.1072
2017-08-06,43,8,941.0,903.61206,35182.05153999996
2017-07-23,4,24,443.514,364.19815,35177.6898969
2017-08-14,42,5,494.327,423.23547,35142.46275030999
2017-07-28,20,30,849.186,807.8196,35127.7677504
2017-08-04,37,8,959.0,922.432,35068.711999999985
2017-07-24,43,25,354.0,254.95505,35061.9123
2017-07-22,44,24,1115.998,1084.585,35056.84517400002
2017-07-26,20,7,904.0,865.2507,35029.36719999995
2017-07-29,45,31,372.0,277.85242,35022.89976
2017-08-05,46,31,559.0,496.47153,34953.41473000002
2017-07-19,3,25,505.0,435.82037,34935.71314999999
2017-07-23,44,22,462.0,386.41962,34918.135559999995
2017-08-09,54,8,307.0,193.28117,34911.68081
2017-08-15,33,24,291.54,172.21043,34789.34283780001
2017-07-20,1,8,758.0,712.11383,34781.71685999999
2017-07-31,49,24,867.551,827.4717,34770.83679429999
2017-08-15,21,5,483.0,411.08148,34736.64516
2017-07-21,22,5,254.0,117.241905,34736.55613
2017-07-22,21,7,1232.0,1203.8137,34725.521600000095
2017-08-01,21,25,441.0,362.29327,34709.667929999996
2017-07-23,5,24,351.669,252.97273,34708.418574629985
2017-08-14,2,24,433.778,353.77612,34703.05550264001
2017-08-08,37,7,815.0,772.47284,34659.635399999985
2017-07-28,26,30,458.39,382.84,34631.3645
2017-07-29,2,9,345.013,244.69092,34612.42178703999
2017-07-31,23,30,1199.585,1170.7529,34586.5546785001
2017-07-29,24,25,381.0,290.41443,34513.102170000006
2017-08-15,37,7,829.0,787.38745,34496.803950000045
2017-07-28,40,25,337.0,234.6369,34496.3647
2017-07-29,6,8,1125.0,1094.3502,34481.0249999999
2017-08-10,5,8,495.0,425.5041,34400.4705
2017-07-21,18,7,505.0,436.9138,34383.53100000001
2017-07-24,23,8,534.0,469.6121,34383.1386
2017-08-03,9,25,533.0,468.72177,34260.296590000005
2017-07-27,43,5,504.0,436.0497,34246.95120000001
2017-07-21,52,11,419.391,337.73297,34246.642859730004
2017-07-19,11,5,712.0,663.91626,34235.622880000024
2017-07-28,45,11,424.259,343.6783,34187.08720130002
2017-07-27,50,24,485.755,415.3905,34179.90769750001
2017-08-11,36,18,289.0,170.73473,34178.663029999996
2017-08-02,44,31,264.0,135.06227,34039.560719999994
2017-08-14,22,7,697.0,648.1646,34038.27380000003
2017-07-24,51,10,400.0,315.01678,33993.28800000001
2017-07-25,29,5,581.0,522.5159,33979.26210000001
2017-08-07,14,30,436.053,358.20074,33947.71152978
2017-08-08,21,9,367.827,275.61975,33916.316145749995
2017-07-23,21,18,502.0,434.4386,33915.822799999994
2017-08-11,25,9,308.133,198.1144,33900.361273799994
2017-07-30,54,25,380.0,290.85452,33875.28240000001
2017-07-27,14,8,373.0,282.26233,33845.15090999999
2017-08-13,43,10,342.0,243.37265,33730.553700000004
2017-07-21,45,8,2149.0,2133.3206,33695.03059999997
2017-07-22,14,30,546.781,485.18024,33682.12515355995
2017-08-09,23,28,365.858,273.99835,33607.587829699994
2017-07-19,45,18,640.0,587.4976,33601.53599999998
2017-08-08,29,7,853.0,813.6125,33597.53750000004
2017-08-01,49,10,554.0,493.37866,33584.222359999985
2017-07-20,41,25,392.0,306.38174,33562.35792000001
2017-07-30,27,18,434.0,356.79156,33508.46296
2017-07-22,13,7,824.0,783.35077,33494.96551999999
2017-07-22,16,30,565.605,506.39923,33487.07954085002
2017-08-06,17,28,520.592,456.28305,33478.72489839999
2017-08-01,31,10,504.0,437.59402,33468.61392
2017-08-06,28,28,400.143,316.54886,33449.60996201999
2017-08-10,36,3,3288.0,3277.8442,33392.270399999994
2017-07-25,36,8,636.0,583.52795,33372.22379999998
2017-08-15,18,8,569.0,510.72836,33156.56316
2017-07-31,49,28,1105.726,1075.7865,33104.883577000204
2017-07-30,3,9,493.467,426.50745,33042.328259849986
2017-07-23,6,25,469.0,398.58487,33024.695969999986
2017-07-20,7,7,990.0,956.67194,32994.77940000005
2017-07-29,31,24,427.315,350.2374,32936.414644000004
2017-07-21,4,7,819.0,778.80334,32921.06453999996
2017-08-07,11,9,596.328,541.1236,32919.92944319998
2017-08-14,43,9,343.692,247.91533,32917.67526564
2017-08-09,1,25,288.0,173.83057,32880.79584
2017-08-14,7,16,197.0,30.111197,32877.094191
2017-07-30,54,18,420.0,341.79358,32846.69639999999
2017-07-24,26,8,340.0,243.42963,32833.9258
2017-08-06,44,10,955.0,920.6216,32831.372000000054
2017-08-14,3,25,521.0,458.07996,32781.34083999998
2017-07-29,38,25,657.0,607.1401,32757.954300000027
2017-08-07,33,30,1186.598,1159.0078,32738.476139599843
2017-08-02,22,12,2981.0,2970.0393,32673.846700000264
2017-08-01,9,30,2470.461,2457.2524,32631.331164599833
2017-08-12,53,7,984.0,950.83887,32630.551919999958
2017-08-11,50,18,385.0,300.30634,32607.05910000001
2017-08-14,32,7,475.0,406.42654,32572.393500000006
2017-07-24,21,8,634.0,582.6478,32557.294800000025
2017-07-25,6,28,495.581,429.9391,32530.878443900012
2017-08-14,31,10,479.0,411.11337,32517.695770000013
2017-07-19,46,24,855.263,817.25006,32511.06110322006
2017-07-28,6,28,741.94,698.1353,32500.45911800002
2017-07-27,21,18,300.0,191.67857,32496.428999999996
2017-08-10,33,30,981.239,948.12225,32495.446653250026
2017-07-30,53,5,715.196,669.786,32477.05036000006
2017-07-23,21,9,563.782,506.1804,32474.745251200013
2017-07-25,39,5,702.0,655.769,32454.161999999997
2017-08-05,29,7,1371.0,1347.3582,32412.907800000143
2017-07-30,43,9,398.726,317.43503,32412.823304220005
2017-07-24,42,8,858.0,820.35596,32298.586320000017
2017-07-29,44,24,1134.201,1105.7474,32272.10157360006
2017-08-05,48,24,1147.092,1118.9805,32246.476758000237
2017-08-02,9,18,518.0,455.77597,32232.047540000014
2017-07-19,45,24,878.925,842.28485,32203.943838749954
2017-07-22,16,7,750.0,707.0721,32195.925000000017
2017-07-23,8,5,949.068,915.14667,32193.648820440012
2017-07-25,46,24,852.711,814.99695,32159.185289550038
2017-08-09,6,7,1130.0,1101.5878,32105.785999999982
2017-08-13,21,7,1644.0,1624.4877,32078.221200000156
2017-07-26,48,9,541.597,482.45346,32031.963833379985
2017-07-28,45,31,303.0,197.68672,31909.923839999996
2017-08-11,28,25,299.0,192.28229,31908.595290000005
2017-08-06,27,9,472.249,404.74902,31876.798055020026
2017-08-04,20,5,470.0,402.19818,31866.85540000001
2017-07-26,53,7,1025.0,993.9302,31846.544999999987
2017-07-30,51,10,466.0,397.6766,31838.704399999995
2017-08-09,14,8,445.0,373.5884,31778.16200000001
2017-07-19,44,25,569.0,513.1686,31768.066600000016
2017-08-10,45,5,957.481,924.3588,31713.87717820002
2017-07-31,45,31,393.0,312.3736,31686.175199999994
2017-08-06,48,25,1479.0,1457.6086,31637.880599999964
2017-08-06,2,8,1051.0,1020.92786,31605.81913999999
2017-07-31,15,25,298.0,191.99527,31589.409539999997
2017-08-02,34,30,698.787,653.5835,31587.618154500055
2017-08-04,27,3,2399.0,2385.8423,31565.32230000049
2017-08-03,50,5,600.177,547.59265,31559.917429949983
2017-08-10,23,8,483.0,417.66934,31554.70878000001
2017-07-28,19,8,346.0,254.85007,31537.875780000006
2017-07-26,49,11,365.748,279.5255,31535.706929999986
2017-07-26,45,29,306.204,203.31107,31506.226737720004
2017-08-11,17,7,913.0,878.52185,31478.550950000026
2017-08-09,8,7,1140.0,1112.3953,31469.358000000106
2017-07-31,38,24,274.296,159.58813,31463.909909519996
2017-08-08,24,8,1186.0,1159.533,31389.862000000117
2017-08-06,11,25,613.0,561.79803,31386.807609999974
2017-08-04,34,8,615.0,563.9827,31375.639499999987
2017-07-24,22,28,249.976,124.47647,31371.870511279998
2017-07-24,22,25,252.0,127.59403,31350.30444
2017-07-31,2,30,2284.938,2271.221,31342.494546000227
2017-08-11,14,30,375.697,292.28024,31339.426481720006
2017-08-06,20,18,639.0,589.98157,31322.77676999998
2017-08-10,19,7,687.0,641.4481,31294.15530000003
2017-08-13,11,10,338.0,245.50574,31263.05988
2017-08-08,19,9,354.0,265.734,31246.164000000008
2017-07-28,24,24,798.578,759.48,31222.802643999963
2017-07-23,26,24,419.594,345.20227,31214.32355762
2017-08-11,25,18,236.0,103.78402,31202.97128
2017-08-07,48,24,856.6,820.1922,31186.921480000055
2017-07-21,38,25,372.0,288.43854,31084.863120000005
2017-08-05,6,28,686.598,641.3511,31066.431046199985
2017-07-20,12,30,409.767,334.12982,30993.62033706
2017-08-08,36,15,182.0,11.836478,30969.761004
2017-08-14,44,24,735.229,693.1351,30948.65600310006
2017-08-03,36,24,465.885,399.47433,30939.73499294999
2017-08-11,53,22,265.0,148.36215,30909.030249999996
2017-07-30,32,8,283.0,173.85762,30887.293540000002
2017-07-30,21,25,547.0,490.53976,30883.75128
2017-07-31,49,18,652.0,604.673,30857.203999999998
2017-08-11,48,22,284.0,175.37709,30848.90644
2017-07-21,10,7,570.0,515.9077,30832.61100000001
2017-08-02,8,5,889.453,854.80176,30820.649371720025
2017-07-23,41,24,361.065,275.75357,30802.97147294999
2017-08-05,11,18,592.0,540.0093,30778.494399999967
2017-07-27,52,11,325.0,230.41704,30739.462000000003
2017-07-28,16,30,492.506,430.10175,30734.467550499994
2017-07-28,40,10,254.0,133.10762,30706.664520000002
2017-08-09,3,8,1918.0,1902.0135,30662.10699999996
2017-07-29,14,8,485.0,421.78983,30656.932450000004
2017-08-04,51,9,377.377,296.15222,30652.363802060005
2017-08-07,9,25,558.0,503.08325,30643.54649999999
2017-08-05,14,9,378.0,296.99112,30621.35663999999
2017-08-06,17,5,523.0,464.46838,30612.037259999986
2017-08-13,52,8,1400.0,1378.1356,30610.159999999905
2017-08-11,51,9,394.156,316.52036,30600.553319840008
2017-08-07,1,30,2416.128,2403.487,30542.274048000185
2017-08-10,38,5,432.902,362.35132,30541.53047336
2017-08-02,13,8,391.0,312.94196,30520.69364
2017-07-30,43,7,1550.0,1530.3536,30451.920000000133
2017-07-31,9,5,620.0,570.9425,30415.65
2017-07-29,35,7,557.0,502.4083,30407.5769
2017-08-15,38,30,1812.146,1795.3716,30397.661862400026
2017-07-23,33,7,1267.0,1243.013,30391.5290000001
2017-07-28,44,25,580.0,527.7484,30305.92800000003
2017-07-24,27,9,355.986,270.86942,30300.31084788
2017-07-25,28,10,371.0,289.44852,30255.59908000001
2017-07-31,11,8,711.0,668.4536,30250.490399999962
2017-08-10,7,5,573.494,520.7498,30248.482234799987
2017-08-09,23,7,544.0,488.45877,30214.429119999993
2017-07-31,35,10,321.0,226.9046,30204.623400000004
2017-07-21,22,28,325.566,232.82706,30192.645740039992
2017-07-25,54,18,296.0,194.15875,30145.010000000002
2017-08-09,44,16,233.0,103.820625,30098.794374999998
2017-08-15,52,24,435.828,366.77057,30097.161602039978
2017-08-09,37,8,841.0,805.22284,30088.591559999983
2017-07-23,47,10,571.0,518.415,30026.03500000002
2017-08-14,22,30,452.296,386.00806,29981.770110239995
2017-07-23,16,7,896.0,862.5679,29955.161599999992
2017-07-28,45,25,655.0,609.2679,29954.525499999963
2017-08-01,33,25,352.0,266.96326,29932.932480000003
2017-08-13,38,22,250.0,130.3005,29924.875
2017-07-30,43,25,422.0,351.1747,29888.276600000012
2017-07-20,28,18,321.0,228.00424,29851.638959999997
2017-08-03,9,18,492.0,431.34253,29843.475239999996
2017-07-30,2,25,378.0,299.05328,29841.86016000001
2017-08-05,36,11,257.0,140.91144,29834.75992
2017-08-12,24,7,1092.0,1064.6904,29822.083200000052
2017-07-31,13,8,347.0,261.07355,29816.478149999995
2017-07-23,23,28,356.868,273.3227,29814.6441204
2017-07-23,11,28,480.719,418.73056,29799.020888359984
2017-07-26,44,10,562.0,508.99625,29788.107500000013
2017-07-28,2,8,823.0,786.8748,29731.03959999996
2017-08-05,19,28,316.901,223.15457,29708.337413430003
2017-08-07,34,30,656.801,611.57404,29705.11255496005
2017-07-22,44,11,687.369,644.18665,29682.20873715003
2017-07-20,5,7,858.0,823.4315,29659.772999999976
2017-07-28,41,8,613.0,564.73065,29589.11155000002
2017-07-23,38,18,511.0,453.19693,29537.368769999994
2017-08-01,36,24,331.54102,242.45631,29535.2356198042
2017-08-06,9,24,491.913,431.93506,29503.928399219996
2017-07-21,8,25,360.0,278.16083,29462.10120000001
2017-07-20,50,5,491.046,431.07434,29448.84375635999
2017-08-10,30,18,249.0,130.82375,29425.886250000003
2017-08-11,27,11,245.423,125.64769,29395.615906130002
2017-07-22,53,24,411.304,339.8937,29371.342031199976
2017-07-22,6,24,517.112,460.36026,29347.005774879988
2017-08-12,35,10,288.0,186.11703,29342.29536
2017-08-02,43,7,1425.0,1404.4141,29334.907500000052
2017-07-25,6,8,881.0,847.7644,29280.56359999998
2017-08-02,52,28,567.573,516.04675,29244.90829125
2017-07-20,3,11,328.425,239.42654,29229.319225500007
2017-08-01,21,18,493.0,433.7332,29218.532399999996
2017-08-10,52,22,299.0,201.30139,29211.88439
2017-08-11,18,7,516.0,459.3921,29209.676399999986
2017-07-27,11,8,528.0,472.7723,29160.225600000012
2017-07-25,42,7,711.0,670.07416,29098.272239999995
2017-07-24,28,25,342.0,257.04608,29054.240639999993
2017-07-28,43,25,320.0,229.23428,29045.030399999996
2017-08-06,17,9,645.0,599.983,29035.965000000033
2017-08-08,25,22,255.0,141.57295,28923.897750000004
2017-07-30,44,25,1170.0,1145.279,28923.570000000003
2017-07-20,33,12,2534.0,2522.5896,28913.95360000053
2017-08-02,10,8,416.0,346.50775,28908.776000000005
2017-08-14,11,18,532.0,477.8068,28830.782399999996
2017-07-28,45,24,2003.222,1988.837,28816.348469999983
2017-08-07,15,8,383.0,307.97943,28732.878310000007
2017-07-30,3,18,860.0,826.59576,28727.646399999965
2017-08-10,34,30,557.384,505.94083,28673.599867280005
2017-08-02,48,9,694.072,652.78723,28654.602883439988
2017-07-30,51,18,547.0,494.68137,28618.290609999993
2017-08-06,18,25,330.0,243.29567,28612.4289
2017-08-01,47,28,1233.039,1209.8367,28609.340789699905
2017-07-31,22,8,409.0,339.13705,28573.946550000004
2017-07-28,38,7,1044.0,1016.6697,28532.833199999965
2017-07-23,6,9,504.09,447.5816,28485.319355999996
2017-08-08,11,5,603.0,555.7734,28477.639799999975
2017-08-09,34,30,624.635,579.0674,28463.11782599998
2017-07-24,3,24,667.562,624.9704,28432.53367919998
2017-08-07,50,28,463.749,402.44138,28431.347467380023
2017-08-11,33,12,2671.0,2660.3577,28425.58329999994
2017-07-29,18,15,175.0,12.673459,28407.144675
2017-08-13,11,24,652.185,608.6604,28386.091250999973
2017-07-22,43,5,641.0,596.73987,28370.74333
2017-08-11,49,25,496.0,438.81195,28365.272799999988
2017-07-23,8,24,543.268,491.05807,28363.984251240025
2017-07-30,53,8,803.0,767.7143,28334.417100000017
2017-08-10,15,7,850.0,816.6711,28329.56499999998
2017-07-25,19,22,190.0,40.905277,28327.997369999997
2017-07-31,7,28,695.052,654.29614,28327.44200471999
2017-07-20,45,11,316.258,226.9175,28254.647848999997
2017-08-15,3,24,662.149,619.49695,28242.01225545002
2017-08-14,15,9,326.0,239.38747,28235.684779999996
2017-08-02,48,31,245.0,129.89424,28200.911200000002
2017-08-13,21,9,511.045,455.91394,28174.452557699995
2017-08-08,37,30,2055.161,2041.4591,28159.610505900047
2017-08-13,34,8,675.0,633.29236,28152.65699999998
2017-08-08,12,8,407.0,337.83502,28150.146860000004
2017-07-25,43,28,292.592,196.38324,28149.913505919994
2017-08-02,46,24,1089.899,1064.0975,28121.029048499786
2017-08-15,45,28,1132.536,1107.7367,28086.100024800147
2017-07-31,45,9,730.034,691.58545,28068.748750699968
2017-07-22,45,18,967.0,937.99615,28046.722950000054
2017-08-08,46,25,609.0,562.957,28040.187000000005
2017-07-26,7,28,694.947,654.6498,28004.418248399983
2017-07-24,53,8,543.0,491.44748,27993.01836000001
2017-08-10,47,9,482.198,424.19397,27969.42725794
2017-08-11,31,10,330.0,245.24905,27967.813499999997
2017-08-09,37,7,878.0,846.186,27932.69199999997
2017-08-02,53,5,533.011,480.60867,27931.01831562997
2017-08-03,15,9,353.0,273.9303,27911.604100000004
2017-07-23,27,11,295.481,201.13885,27876.31282415
2017-08-03,29,9,314.288,225.59726,27874.43529312
2017-08-09,24,24,432.086,367.6098,27859.263353200004
2017-08-02,41,5,519.934,466.38754,27840.62513363998
2017-08-13,20,10,243.0,128.43188,27840.05316
2017-07-30,41,13,191.0,45.370358,27815.261621999998
2017-08-06,11,10,315.0,226.8182,27777.267000000003
2017-08-06,21,25,580.0,532.1653,27744.126
2017-07-25,20,30,1328.445,1307.5734,27726.772661999923
2017-07-22,48,18,814.0,779.96484,27704.620240000015
2017-07-21,22,22,228.0,106.495255,27703.08186
2017-07-23,5,5,448.112,386.2915,27702.507896000017
2017-07-24,29,9,335.277,252.80566,27650.743461179998
2017-07-25,50,28,398.774,329.475,27634.63942599999
2017-08-10,47,22,267.0,163.63159,27599.365470000004
2017-07-24,47,9,672.443,631.4456,27568.414648199978
2017-08-07,49,9,495.256,439.60684,27560.580384959994
2017-08-10,54,30,498.122,442.7934,27560.392889199997
2017-08-11,9,28,525.224,472.7624,27554.091398400018
2017-07-31,48,25,896.0,865.2631,27540.262399999992
2017-07-31,11,25,441.0,378.5517,27539.700300000008
2017-08-03,8,24,437.861,374.98672,27530.195115079998
2017-07-23,35,8,315.0,227.61333,27526.801050000002
2017-07-23,4,25,422.0,356.83185,27500.95930000001
2017-07-28,22,8,348.0,269.01016,27488.464320000006
2017-07-21,40,18,357.0,280.02197,27481.156709999996
2017-08-14,8,24,428.8,364.7359,27470.68608
2017-07-31,9,25,466.0,407.08267,27455.475779999997
2017-08-05,25,8,713.0,674.5095,27443.726499999997
2017-08-15,7,8,1279.0,1257.5667,27413.190699999894
2017-08-01,54,9,331.0,248.231,27396.539
2017-08-01,9,8,947.0,918.08545,27382.078849999965
2017-08-01,40,9,390.0,319.82883,27366.75630000001
2017-08-01,49,25,678.0,637.6676,27345.367200000004
2017-07-29,31,18,374.0,300.89783,27340.21158
2017-08-03,28,24,378.656,306.4892,27326.39182080001
2017-07-29,26,8,316.0,229.52621,27325.717640000003
2017-08-08,50,25,513.0,459.76288,27310.642560000004
2017-07-21,8,18,416.0,350.3975,27290.640000000007
2017-08-03,11,28,497.76498,442.96417,27277.924093633777
2017-08-08,16,30,868.394,837.0068,27256.456156800006
2017-08-15,50,9,429.619,366.18213,27253.684652530024
2017-08-15,49,25,493.0,437.73154,27247.35078
2017-08-10,51,11,280.203,183.0515,27222.14175449999
2017-08-04,37,24,421.197,356.70746,27162.80077937999
2017-07-25,30,7,463.0,404.37625,27142.79624999999
2017-07-20,50,28,361.348,286.24005,27140.10751660001
2017-08-04,47,31,516.0,463.53357,27072.677880000003
2017-07-30,9,8,1049.0,1023.19293,27071.61642999995
2017-07-22,45,31,241.0,128.68556,27067.780039999998
2017-08-01,36,9,285.585,190.9364,27030.220430999994
2017-08-14,7,10,331.0,249.46841,26986.95629
2017-07-23,25,18,242.0,130.50552,26981.664160000004
2017-08-08,23,28,338.194,258.59735,26919.109450100004
2017-07-19,11,18,462.0,403.7906,26892.742800000007
2017-07-29,5,25,335.0,254.73996,26887.113400000002
2017-08-15,24,5,720.1,682.76904,26882.024296000003
2017-07-23,25,11,219.0,96.33734,26863.12254
2017-08-10,48,22,214.0,88.60063,26835.46518
2017-07-29,2,24,479.34,423.37976,26823.981441599997
2017-08-10,32,10,249.0,141.30234,26816.717340000003
2017-07-26,23,8,510.0,457.48657,26781.849300000013
2017-07-30,36,25,333.0,252.69537,26741.44179
2017-08-15,44,29,329.522,248.40297,26730.505003659993
2017-08-10,36,10,230.0,113.83711,26717.4647
2017-08-15,53,3,1646.0,1629.7694,26715.567600000155
2017-07-30,51,24,720.874,683.8344,26700.884610400048
2017-07-30,49,31,307.0,220.05363,26692.53559
2017-08-09,37,5,532.06,481.89334,26691.673119599956
2017-07-19,49,7,1763.0,1747.8628,26686.883599999812
2017-07-29,2,8,985.0,957.9234,26670.450999999986
2017-07-23,51,22,238.0,125.98388,26659.83656
2017-08-03,12,30,387.47202,318.66965,26658.993284687396
2017-08-15,28,9,376.378,305.65253,26619.51094765999
2017-08-09,34,5,620.0,577.1546,26564.148000000027
2017-07-31,50,28,453.346,394.82916,26528.37534664
2017-08-15,47,18,538.0,488.69937,26523.738940000007
2017-08-08,46,24,828.047,796.04376,26500.186872280006
2017-07-27,46,28,553.189,505.2941,26494.93183609997
2017-08-02,49,31,408.0,343.0659,26493.1128
2017-08-04,51,11,368.462,296.6605,26456.12429299999
2017-07-25,12,24,262.684,161.98116,26453.02482256001
2017-07-25,13,5,219.0,98.216324,26451.625044
2017-08-02,36,25,349.0,273.20764,26451.53363999999
2017-07-24,15,8,398.0,331.57428,26437.436560000006
2017-08-09,34,3,2101.0,2088.421,26428.479000000374
2017-07-23,11,7,1687.0,1671.3453,26409.478900000082
2017-08-04,1,24,639.55096,598.2575,26409.27198472159
2017-08-07,5,5,412.288,348.31857,26373.828355839996
2017-07-20,50,18,472.0,416.16263,26355.23864000001
2017-07-25,12,7,689.0,650.76056,26346.97415999996
2017-08-01,26,5,306.0,219.95389,26330.10966
2017-08-02,40,30,1072.628,1048.0894,26320.78944079985
2017-07-19,27,18,316.0,232.71767,26317.21628
2017-07-30,20,30,1773.6119,1758.7766,26312.064620070334
2017-07-24,13,7,688.0,649.7687,26303.134400000024
2017-07-23,48,11,378.382,308.91043,26286.791599739994
2017-07-21,39,30,1670.866,1655.1371,26280.88422740011
2017-08-13,29,9,409.808,345.68158,26279.519927359997
2017-08-06,20,30,1752.783,1737.7913,26277.196901099665
2017-07-23,17,28,559.29,512.33765,26259.97983149995
2017-07-19,46,25,608.0,564.8152,26256.358399999997
2017-08-08,44,7,1895.0,1881.1525,26241.012500000154
2017-08-06,29,10,349.0,273.85025,26227.262749999994
2017-07-30,16,10,254.0,150.76726,26221.115960000003
2017-08-06,9,28,612.789,569.9994,26220.99619439997
2017-08-03,35,24,354.499,280.611,26193.222112000014
2017-08-01,49,18,712.0,675.24493,26169.609840000034
2017-08-11,47,11,316.886,234.37167,26147.63597638001
2017-08-06,18,10,323.0,242.08075,26136.91775
2017-08-11,50,25,537.0,488.33527,26132.96001000001
2017-07-22,17,28,479.858,425.58215,26044.700829299996
2017-08-01,31,9,344.005,268.36295,26021.243410249994
2017-07-28,7,24,851.373,820.82495,26007.78497265009
2017-08-02,11,9,625.449,583.9141,25977.961670099994
2017-08-10,15,8,353.0,279.4433,25965.515099999993
2017-07-29,45,5,1457.705,1439.8966,25959.39372199984
2017-07-28,49,18,540.0,491.94836,25947.885600000012
2017-08-15,14,30,551.648,504.63016,25937.29740032002
2017-08-12,14,24,411.581,348.58942,25926.137487980002
2017-08-11,21,5,379.0,310.67325,25895.83825
2017-08-14,47,10,367.0,296.49286,25876.120379999997
2017-07-20,17,7,863.0,833.02155,25871.40234999996
2017-08-15,27,28,382.93,315.42065,25851.355395499995
2017-08-13,21,10,380.0,312.0093,25836.466
2017-07-21,47,22,317.0,235.51575,25830.507250000002
2017-08-15,46,28,631.656,590.77875,25820.360226
2017-07-19,50,3,4108.0,4101.7295,25759.213999998476
2017-07-21,13,7,601.0,558.20087,25722.277129999995
2017-07-27,43,8,500.0,448.5747,25712.649999999998
2017-07-29,19,18,341.0,265.6339,25699.840100000005
2017-07-25,7,5,647.264,607.5909,25678.969398399986
2017-08-04,41,11,237.0,128.6773,25672.4799
2017-08-14,6,28,523.63403,474.6271,25661.696253827937
2017-07-22,6,28,650.072,610.62305,25644.65782439998
2017-08-14,21,30,1179.464,1157.7383,25624.681024799953
2017-08-01,33,18,330.0,252.36328,25620.117599999998
2017-08-13,43,29,239.049,131.88332,25617.848638320003
2017-07-30,30,8,360.0,288.88162,25602.6168
2017-08-11,51,18,333.0,256.1778,25581.792600000004
2017-08-07,7,7,1123.0,1100.2367,25563.18590000008
2017-07-27,9,8,575.0,530.5588,25553.689999999988
2017-07-27,2,8,670.0,631.868,25548.439999999966
2017-08-06,43,22,206.0,82.17006,25508.96764
2017-08-15,54,5,304.0,220.13037,25496.36752
2017-07-25,9,7,1192.0,1170.6108,25495.926400000088
2017-08-03,12,10,196.0,66.00741,25478.54764
2017-07-27,54,30,520.489,471.5472,25473.668540200033
2017-07-23,41,9,386.762,320.96307,25448.525764659993
2017-08-02,7,24,550.716,504.52106,25440.292577040018
2017-07-28,50,8,1044.0,1019.68506,25384.79735999998
2017-07-23,8,9,424.178,364.34546,25379.647152119996
2017-07-28,33,9,265.0,169.2417,25375.9495
2017-08-06,41,9,377.674,310.55438,25349.335363879996
2017-08-05,18,7,836.0,805.7232,25311.404799999982
2017-08-09,17,30,1045.323,1021.1233,25296.50300310013
2017-08-11,11,8,608.0,566.48,25244.15999999999
2017-08-11,22,28,242.621,138.65953,25223.235812870007
2017-08-14,3,18,479.0,426.35556,25216.68675999999
2017-08-13,45,10,532.0,484.7123,25157.056399999987
2017-08-04,51,5,894.953,866.8634,25138.871788800017
2017-08-02,27,28,456.76,401.7492,25126.733008000007
2017-07-21,43,8,540.0,493.4921,25114.266000000003
2017-08-07,15,9,314.0,234.03754,25108.21244
2017-07-22,48,24,1120.841,1098.459,25086.663261999813
2017-08-13,25,30,1518.425,1501.913,25072.233599999912
2017-08-04,44,28,1761.187,1746.952,25070.49694499982
2017-07-25,10,9,301.0,217.88127,25018.73773
2017-08-10,48,28,611.637,570.8163,24967.45048589999
2017-08-02,50,24,664.761,627.22943,24949.52400476999
2017-08-10,25,28,249.468,149.63417,24905.345902439993
2017-08-14,15,8,373.0,306.25684,24895.198679999994
2017-08-15,1,7,703.0,667.6047,24882.895900000014
2017-07-23,52,9,536.003,489.6002,24872.04000840004
2017-07-26,29,5,519.0,471.15134,24833.45454
2017-07-29,19,5,293.0,208.3495,24802.5965
2017-08-14,45,9,662.163,624.7226,24791.64758519997
2017-07-28,49,11,425.585,367.3891,24767.302101499998
