date,store_nbr,family,sales,prediction_nb9,prediction_nb11,weighted_gain
2017-07-23,1,9,45.012,76.23673,65.93045,463.9062753600001
2017-08-15,43,29,128.714,134.29893,130.69566,463.7912947800011
2017-08-03,45,22,207.0,226.0183,223.77798,463.74623999999903
2017-08-11,2,25,353.0,197.91397,199.22766,463.73256999999285
2017-08-13,19,28,57.03,92.2579,84.13562,463.21362840000006
2017-07-24,50,5,545.597,525.107,525.95593,463.1736612099976
2017-08-01,50,26,8.0,77.320465,19.4304,463.12052
2017-08-04,16,5,95.0,130.12582,125.25109,463.09934999999996
2017-08-14,26,24,226.395,222.17336,224.21663,462.58611165000156
2017-07-29,16,28,57.465,72.54466,64.49613,462.50877645
2017-08-01,35,25,129.0,149.61229,146.02905,462.23795999999857
2017-08-10,7,25,160.0,204.06425,201.18298,461.0032000000001
2017-07-20,21,28,104.608,140.31955,135.91335,460.92376959999865
2017-07-22,35,25,90.0,103.73051,98.61059,460.7927999999995
2017-08-02,27,29,81.43,88.10323,80.41005,460.34659039999855
2017-07-23,23,11,60.0,103.54776,95.87926,460.1099999999997
2017-07-29,49,15,43.0,74.931625,64.237404,459.851503
2017-07-25,21,29,132.171,138.20581,134.72762,459.7158504900016
2017-08-11,35,28,85.663,75.121414,80.48469,459.43431198799993
2017-08-11,46,22,246.0,150.93738,152.80052,458.3324400000056
2017-07-30,3,32,106.443,84.602,88.90556,458.08383707999906
2017-08-03,44,32,66.092,83.33563,76.4155,457.36523195999996
2017-08-01,37,32,8.918,63.481274,5.567787,456.71807799799996
2017-07-24,50,29,94.673004,61.15761,65.96552,455.1792826616397
2017-08-02,17,5,313.0,322.44516,320.99103,455.14268999998876
2017-08-04,37,9,201.136,180.97783,183.2398,454.9635979199984
2017-07-28,30,9,155.0,127.93441,130.8693,454.90795000000116
2017-08-15,1,18,156.0,173.04088,170.12593,454.7321999999963
2017-07-26,22,9,116.0,140.89647,136.97766,454.5819600000009
2017-08-13,9,10,161.0,266.07407,263.25104,454.5078300000023
2017-07-23,33,11,35.0,62.42349,49.44794,454.14425
2017-07-30,39,13,29.0,52.127876,36.472134,454.0165180000001
2017-08-07,54,10,58.0,86.107834,78.28059,453.98015199999963
2017-08-02,33,11,48.0,59.308163,49.852585,453.86774400000013
2017-08-06,41,24,268.563,271.9936,270.3054,453.38805659999855
2017-07-27,15,9,281.0,216.17123,217.78287,452.87083999999595
2017-08-02,46,29,138.535,145.56569,142.29678,452.85844684999677
2017-07-30,3,6,21.0,80.318016,58.75719,452.77734599999997
2017-07-29,9,29,152.591,106.93658,109.90045,452.2598871700002
2017-07-26,3,29,203.463,237.73668,235.5142,452.1924482400036
2017-07-25,9,24,311.415,328.74792,327.29715,451.7915395500104
2017-08-15,32,25,90.0,59.86501,64.88345,451.65959999999995
2017-08-15,42,30,1906.525,2069.1511,2068.9143,451.46512000024086
2017-07-26,5,10,96.0,74.016815,78.717354,451.2517440000006
2017-08-02,12,24,133.711,202.60555,199.23126,451.17969018999975
2017-07-26,4,29,52.894,38.909737,47.4385,451.1203901219999
2017-07-26,44,11,407.07,413.4098,401.83835,451.09462050000957
2017-07-28,52,11,580.256,365.86368,366.64066,450.8473068800231
2017-07-27,48,11,198.306,138.73557,141.00839,450.7138429200004
2017-08-08,18,24,95.763,110.09244,105.3879,450.5208640199995
2017-07-30,54,15,53.0,76.298294,67.79834,450.497562
2017-08-04,30,25,65.0,79.90165,72.977234,450.08704000000057
2017-08-14,53,10,82.0,87.86273,82.38002,449.5822199999998
2017-08-08,38,10,70.0,81.11906,74.69774,449.49240000000066
2017-08-01,37,15,25.0,67.26905,49.307243,449.04517499999974
2017-07-20,22,18,105.0,129.77435,125.497986,449.0182199999999
2017-07-21,20,18,234.0,259.8964,257.97833,448.8283799999999
2017-07-23,44,13,141.0,120.56822,123.75067,448.72545000000036
2017-07-20,14,24,336.566,384.30905,382.97754,448.14099466001244
2017-07-25,9,25,386.0,338.56613,339.7267,447.9800200000027
2017-08-07,20,31,98.0,51.076977,55.646408,447.8042379999997
2017-08-09,17,28,260.253,315.20102,313.4806,447.7444662600137
2017-07-31,47,32,78.94,70.96951,76.641014,447.7085257599998
2017-08-11,40,9,297.0,294.45953,298.03384,447.4691100000088
2017-08-12,26,5,214.0,253.86993,251.78256,446.69718000000466
2017-08-03,1,29,57.154,75.564995,67.74982,446.6685119499997
2017-08-01,24,22,70.0,87.05476,80.684326,445.9303800000001
2017-08-07,32,9,89.0,105.037346,100.02725,445.89854400000036
2017-08-05,10,28,185.581,139.49446,141.89587,445.65606920999926
2017-07-20,39,29,65.288,49.375526,56.20099,445.6208936319997
2017-08-05,25,24,177.947,248.05255,245.54832,445.62021581000045
2017-07-25,8,18,265.0,300.21317,298.53168,445.5948499999977
2017-07-22,46,13,83.0,70.64641,76.0144,445.54316999999935
2017-07-29,10,24,153.896,183.34622,180.45135,445.50891351999917
2017-07-29,23,10,56.0,66.28965,58.334427,445.4924879999998
2017-08-03,2,11,77.0,109.87438,104.09094,445.32487999999967
2017-07-26,1,9,135.268,153.61795,150.32748,445.09529595999993
2017-07-26,5,5,332.093,306.0732,307.41052,444.1146107600107
2017-08-01,46,16,29.0,59.30351,43.994698,443.95554800000014
2017-07-27,25,18,91.0,107.298386,102.422745,443.6833309999988
2017-07-22,1,25,160.0,133.67117,136.44376,443.6144000000013
2017-07-27,1,25,137.0,147.0138,143.78102,442.8908599999987
2017-07-25,44,16,120.0,96.2114,99.900894,442.7392799999998
2017-07-22,30,24,60.697998,70.100525,58.586494,442.5504994719546
2017-08-07,23,25,159.0,132.58994,135.37285,442.48268999999755
2017-08-08,33,28,274.233,207.94125,209.55396,442.2583014299962
2017-07-30,14,11,32.0,50.066486,36.252716,442.04063999999994
2017-08-10,7,22,187.0,131.38869,133.75162,441.86791000000267
2017-08-08,17,10,134.0,225.8185,222.52228,441.6934799999999
2017-07-21,51,32,70.744995,48.936707,55.176537,441.4367421508505
2017-07-24,19,24,108.273,141.01553,136.94067,441.19731678000016
2017-08-08,33,24,81.658,239.36671,233.96924,440.74660526000116
2017-08-03,49,11,314.071,303.71158,305.11456,440.63533157998654
2017-08-12,54,29,81.0,69.92088,75.356766,440.3067659999997
2017-08-08,3,29,193.132,209.65468,207.3782,439.6611353600042
2017-08-11,11,29,101.867,91.77827,96.09329,439.5581423399991
2017-07-29,7,29,124.603,158.04123,154.51414,439.4859952700017
2017-08-02,31,10,216.0,317.2721,315.23853,439.2511199999972
2017-07-28,12,25,139.0,122.65169,125.80811,438.74237999999946
2017-08-06,32,25,104.0,117.33262,113.11404,438.7323200000004
2017-07-27,32,9,82.0,75.568306,80.91309,438.2722879999992
2017-08-14,1,10,170.0,118.200676,120.77839,438.21138000000064
2017-08-05,17,24,217.534,252.37099,250.35742,438.01993638000295
2017-08-09,27,25,181.0,196.16747,193.74759,437.99828000000116
2017-07-30,23,11,69.486,76.78974,70.48697,437.9542762199997
2017-07-29,54,10,60.0,74.604706,67.307434,437.83631999999955
2017-07-25,19,18,139.0,160.34042,157.19165,437.67902999999797
2017-07-29,23,28,236.362,332.27518,330.42346,437.6762426400019
2017-07-20,2,28,342.651,384.72324,383.44644,437.4967967999928
2017-07-21,20,10,127.0,72.40971,75.85431,437.46419999999944
2017-08-02,24,20,51.0,61.0759,52.50326,437.20464000000004
2017-07-20,13,24,169.119,188.29874,185.71454,437.03731980000157
2017-08-04,34,10,79.0,94.2558,88.72423,436.99402999999916
2017-08-01,20,10,112.0,138.81377,134.91208,436.98928000000024
2017-07-26,19,13,76.0,44.29079,50.03735,436.73856
2017-07-24,51,15,61.0,38.730614,45.883,436.29554599999994
2017-07-20,47,11,264.045,204.08022,205.73227,436.2155422500018
2017-08-04,32,25,72.0,84.61642,78.55852,436.16880000000026
2017-08-14,24,29,122.109,98.601036,102.17179,436.0212001860009
2017-08-12,9,22,129.0,113.54036,116.91774,435.6820199999986
2017-07-29,21,22,161.0,135.15466,137.86055,435.6482899999969
2017-07-23,18,18,258.0,254.79677,256.48447,435.4265999999943
2017-08-11,36,10,114.0,135.14084,131.3214,435.4161599999984
2017-08-05,50,29,101.576996,107.244064,102.9609,435.070932495344
2017-07-25,22,28,78.145,145.06783,139.50302,434.86207744999956
2017-07-29,47,15,74.0,80.34685,74.4755,434.4799000000005
2017-07-28,14,18,156.0,172.87566,170.09229,434.2057200000031
2017-08-04,48,18,463.0,651.9267,650.9892,434.0625
2017-07-24,35,25,79.0,96.664665,91.17195,433.92448500000035
2017-07-22,35,5,111.0,117.66017,108.24695,433.69031999999913
2017-07-26,48,22,99.0,91.16223,95.54047,433.4457600000005
2017-08-11,25,20,69.0,21.081686,27.362885,433.4027309999997
2017-08-15,12,18,143.0,156.59184,153.5617,433.3100199999983
2017-08-08,10,24,187.48601,171.06908,173.37975,433.21829872669787
2017-07-20,42,29,53.283,42.16029,50.28852,433.0964790899998
2017-07-31,9,15,73.0,51.388977,57.32072,433.0172390000005
2017-08-13,24,13,26.0,49.664585,33.024742,432.63591799999995
2017-08-08,11,11,63.0,70.96684,64.10101,432.5472900000002
2017-08-13,38,28,94.22,141.29042,136.7004,432.47168440000087
2017-07-30,19,22,16.0,75.461784,48.433155,432.4580639999999
2017-07-25,25,10,104.0,87.22214,91.380325,432.4512400000003
2017-08-04,38,10,88.0,113.186195,108.27517,432.17019999999957
2017-07-22,39,22,146.0,138.4956,141.45563,432.16438000000267
2017-07-25,54,25,125.0,149.12172,145.66534,432.0475000000033
2017-08-15,9,24,449.228,286.96194,287.92368,432.04053671998554
2017-07-26,19,25,106.0,133.9671,129.89189,431.97226
2017-08-04,21,29,169.814,174.36201,171.81937,431.775868960001
2017-07-21,26,9,99.26,105.445145,97.42371,431.6673472999987
2017-07-28,32,22,108.0,37.667213,41.66327,431.57415599999877
2017-08-07,45,32,94.282,78.29874,82.87331,431.29960874000085
2017-07-26,13,10,49.0,63.675194,54.87549,431.18549599999994
2017-07-23,26,18,136.0,128.8882,132.05768,431.04927999999904
2017-07-28,24,11,243.646,197.11357,198.88246,430.98297293999894
2017-08-11,20,22,99.0,80.99469,85.346886,430.86740399999917
2017-08-14,16,25,103.0,149.48671,145.30501,430.7150999999976
2017-07-23,1,10,76.0,84.51476,73.15061,430.5681199999997
2017-07-25,3,15,40.0,59.38441,48.625347,430.3625200000002
2017-08-03,37,10,121.0,126.72557,118.829895,430.2112649999998
2017-08-06,45,2,42.0,26.782341,37.018177,429.90511200000014
2017-07-27,50,25,370.0,437.8737,436.71198,429.83640000000014
2017-08-09,2,16,136.0,21.734024,24.89362,429.7050559999989
2017-08-01,36,22,29.0,53.814346,39.003983,429.5005270000001
2017-07-26,32,30,177.483,181.43347,175.95233,429.47336339999663
2017-07-19,25,22,79.0,133.27972,127.84497,429.34524999999894
2017-07-19,11,29,97.757,91.34459,95.73407,429.1023963600006
2017-07-27,6,11,105.0,128.95673,124.8729,428.8021499999991
2017-08-13,51,13,44.0,53.903336,43.83732,428.58886400000006
2017-08-02,38,32,16.675,51.164516,7.8717074,428.31777519499997
2017-08-02,31,11,61.932,80.29579,73.39425,427.4261752799998
2017-08-02,31,28,123.106,137.52621,134.05481,427.35016839999867
2017-08-14,49,15,81.0,38.443436,43.718563,427.2852870000006
2017-07-30,36,22,24.0,69.00802,51.211304,427.1211840000002
2017-08-14,4,9,134.557,171.33678,168.16289,427.06911673000013
2017-08-09,3,20,72.0,58.284424,64.21431,426.9517919999997
2017-08-15,21,11,83.736,77.38031,82.475975,426.69060444000087
2017-08-01,53,16,28.0,46.643745,31.405325,426.6757600000001
2017-08-06,30,5,277.0,235.63678,237.177,426.64094000000296
2017-07-20,6,16,170.0,31.064085,33.572304,426.3972300000023
2017-08-05,42,9,201.558,207.61493,205.5003,426.22059353999543
2017-07-24,52,29,134.213,97.872406,101.0474,426.12546972199925
2017-08-07,4,11,74.0,94.99282,89.23871,425.80413999999973
2017-07-30,47,15,89.0,98.43049,84.353516,425.7765340000004
2017-08-04,54,10,65.0,74.52775,62.019524,425.5728099999996
2017-08-01,50,22,125.0,133.12198,129.719,425.37250000000165
2017-08-08,46,29,110.316,121.18185,117.32611,425.3498138399997
2017-07-22,52,15,36.0,72.74505,60.9588,424.3050000000003
2017-07-24,8,29,120.183,157.82393,154.3011,423.3842778899998
2017-07-30,19,11,50.0,59.633938,48.830807,423.23725
2017-07-22,26,5,217.0,219.22813,217.27798,423.1825499999955
2017-07-26,18,24,73.181,91.77946,85.99802,423.09156064000024
2017-07-19,17,11,100.0,73.79376,78.02372,422.9959999999992
2017-08-13,39,22,25.0,59.641846,42.761868,421.99945
2017-08-06,30,11,49.0,62.967594,54.363964,421.57786999999973
2017-08-01,1,25,166.0,198.29695,195.75787,421.4872800000021
2017-07-31,3,29,193.795,267.24832,265.07358,421.453738299997
2017-08-05,13,11,50.0,59.08014,50.651817,421.41614999999996
2017-07-29,28,11,112.0,159.93593,156.17435,421.2969600000015
2017-08-15,6,11,111.0,132.7779,128.98491,421.02188999999726
2017-08-03,40,29,50.0,67.712906,59.29574,420.85830000000004
2017-08-12,1,7,351.0,335.73413,365.06714,420.7542300000041
2017-07-22,30,9,108.0,144.93842,141.05109,419.83164000000215
2017-07-22,5,9,204.103,236.8501,234.79341,419.7765990700009
2017-08-07,2,32,31.048,15.836791,32.741535,419.6967423519999
2017-08-08,26,9,65.024,77.82115,71.36858,419.5719116800006
2017-08-01,7,20,42.0,56.56132,46.573025,419.50839
2017-08-01,15,10,105.0,110.48453,103.50662,419.07075000000043
2017-07-26,30,10,67.0,116.766754,110.512,419.0685180000005
2017-08-13,2,10,208.0,205.55067,208.4351,418.95983999999953
2017-08-09,37,11,128.0,102.819305,106.09159,418.85247999999956
2017-08-11,17,18,240.0,220.08257,221.82745,418.7711999999992
2017-07-20,8,10,251.0,243.10303,244.77115,418.6981200000041
2017-07-19,33,10,98.0,92.7687,98.96112,418.4776400000011
2017-07-19,17,28,270.135,294.6207,293.0716,418.4661285000029
2017-07-23,38,22,60.0,98.77864,91.81213,417.9906000000001
2017-08-06,43,8,941.0,903.16815,903.61206,417.71931000007316
2017-07-30,46,13,85.0,77.320496,82.23265,417.53309000000013
2017-08-13,51,32,39.965,50.728397,40.282627,417.4651980500002
2017-08-02,30,18,160.0,213.12589,210.51718,417.39360000000124
2017-07-31,20,11,84.303,77.071785,86.587036,417.06203123699925
2017-07-21,25,18,134.0,106.351776,109.46319,416.9294759999998
2017-08-10,18,24,127.317,159.38084,156.10812,416.6728922399993
2017-08-09,37,22,92.0,82.90836,87.43615,416.5566799999997
2017-08-06,18,24,137.271,140.90819,136.66605,416.2386170400041
2017-08-09,31,10,237.0,245.0395,243.28423,415.9989899999989
2017-08-11,13,30,221.247,173.47475,175.35406,415.7916995700016
2017-07-31,3,13,70.0,94.44664,88.50855,415.6663000000001
2017-07-27,8,29,150.99,127.49338,130.24612,415.63621259999854
2017-07-21,53,29,55.148,73.01946,65.48403,415.5638936399996
2017-07-26,28,28,114.502,174.3153,170.6879,415.34455479999906
2017-08-06,3,2,34.0,21.729357,33.93475,414.98336200000006
2017-07-27,33,25,140.0,183.22583,180.2672,414.20820000000003
2017-07-31,13,11,48.0,27.421286,36.04976,414.166752
2017-08-13,26,18,93.0,100.764465,89.68694,413.9806650000007
2017-08-08,19,24,131.321,151.40091,148.24895,413.91853916000036
2017-07-20,15,9,260.0,242.07309,243.66454,413.7769999999946
2017-08-02,13,10,39.0,53.011284,42.40603,413.604906
2017-07-26,6,29,84.369,71.688866,76.58919,413.4354355559998
2017-07-21,4,11,117.679,91.5022,95.01457,413.3321892300005
2017-07-26,40,10,166.0,149.32584,151.81569,413.31509999999844
2017-08-01,53,28,194.922,211.53006,180.43369,413.18590950000225
2017-08-12,12,22,84.0,63.175198,68.091515,412.97062800000003
2017-08-06,46,27,80.0,74.63244,80.209724,412.62688000000026
2017-08-09,7,22,130.0,111.112755,114.28415,412.2813499999984
2017-08-03,16,10,115.0,138.88922,135.30688,411.9690999999989
2017-07-27,52,11,325.0,229.14952,230.41704,411.9439999999995
2017-08-04,49,32,120.781006,98.369255,101.778275,411.74486507411984
2017-07-30,53,15,35.0,53.883675,42.1224,411.6446249999999
2017-07-24,25,24,157.931,189.96527,187.36179,411.170199879999
2017-07-27,10,28,99.395,116.30535,112.16958,411.07485915000075
2017-07-24,34,24,148.669,194.08173,191.31918,410.70554595000067
2017-08-14,31,28,88.384,135.38754,130.7445,410.3704473600005
2017-08-01,35,9,111.0,115.62358,111.927795,410.23213500000014
2017-07-20,35,28,70.73,40.01003,45.801884,409.6578334200003
2017-07-21,28,24,128.831,179.24835,176.07018,409.44681926999874
2017-08-07,42,18,202.0,233.8308,231.80574,409.06212000000505
2017-08-15,42,18,165.0,160.80121,166.72101,408.83369999999934
2017-07-26,10,28,133.302,138.3492,135.29103,407.66017733999865
2017-07-21,35,18,77.0,92.33206,87.039505,407.52673499999935
2017-07-23,41,11,164.508,205.16615,202.69156,407.08985171999666
2017-07-25,13,28,107.933,73.701645,77.46662,406.36504667500094
2017-08-03,29,29,40.591,62.167053,52.172234,405.69969802899993
2017-07-30,50,29,72.621,101.709114,96.12366,405.6212549339998
2017-07-21,54,8,191.0,207.49161,205.36809,405.5923200000025
2017-08-15,34,9,219.528,208.74648,210.59377,405.5318791200034
2017-08-03,18,31,38.0,49.763866,39.10494,405.039188
2017-08-09,23,18,107.0,120.2489,116.46447,404.93401000000006
2017-08-14,37,24,170.14099,198.7528,196.3729,404.9185421010043
2017-07-25,41,18,251.0,263.47147,261.85858,404.8353899999979
2017-08-09,28,29,57.978,72.851074,65.86881,404.81770219200007
2017-08-15,47,15,130.0,66.472786,69.58598,404.71522000000004
2017-07-30,41,15,32.0,47.20679,29.432259,404.4495679999999
2017-07-25,37,7,1207.0,971.8438,972.17865,404.1639499999583
2017-07-19,38,10,98.0,76.51132,80.63523,404.1431800000007
2017-08-02,40,10,211.0,201.85207,203.76598,403.8350100000032
2017-07-24,52,13,91.0,56.83912,61.276703,403.82005299999946
2017-08-06,9,15,60.0,48.617027,55.345776,403.72494000000006
2017-08-15,31,9,209.515,212.53668,210.61046,403.5719833000001
2017-08-07,19,25,188.0,212.61739,210.47118,403.4874799999998
2017-07-26,32,10,192.0,157.88136,159.98254,403.4265599999999
2017-07-22,21,24,122.023,130.597,127.29371,403.07735567000043
2017-07-30,7,20,29.0,55.436485,41.56332,402.32178500000003
2017-08-14,39,25,335.0,274.02188,275.2227,402.2746999999872
2017-07-31,17,24,250.19,297.91397,296.30634,402.2129497000078
2017-08-02,44,24,946.753,966.8576,927.0731,402.0859990999197
2017-08-01,8,27,28.0,51.010876,19.330013,401.5448920000001
2017-07-20,50,18,472.0,415.31204,416.16263,401.4784799999761
2017-08-06,40,22,20.0,71.28534,51.21319,401.4430000000002
2017-08-08,43,10,266.0,260.35617,270.13474,401.4179399999889
2017-07-26,3,13,97.0,78.02153,82.1579,401.2278899999999
2017-08-11,18,22,138.0,63.182755,66.08913,401.07974999999897
2017-07-27,54,10,37.0,51.140263,40.303066,400.9762889999999
2017-07-26,50,10,88.0,83.11163,88.33433,400.75552000000005
2017-08-13,52,13,48.0,63.659973,55.313656,400.62321599999996
2017-07-26,3,22,172.0,177.21805,174.88965,400.4848000000028
2017-07-27,34,10,52.0,83.328964,75.63239,400.2218479999999
2017-07-30,19,10,74.0,86.2479,80.840614,400.13916399999994
2017-08-03,53,11,74.0,101.59031,96.18319,400.1268800000005
2017-08-15,30,29,66.0,15.395,21.455847,400.0159020000001
2017-07-20,20,8,581.0,588.0629,574.6254,399.90230000001566
2017-07-24,53,29,65.051,49.68063,55.82756,399.86394342999984
2017-08-13,32,18,89.0,99.137024,94.64833,399.4937659999996
2017-07-30,41,16,33.0,60.338406,48.237946,399.3151799999999
2017-07-24,39,28,245.252,227.35822,228.986,399.21630056000004
2017-08-07,31,29,58.064,70.43783,63.564224,399.1090587840001
2017-07-20,50,22,135.0,139.08282,133.86876,398.46330000000097
2017-08-01,11,22,21.0,73.49604,54.52381,398.4168299999999
2017-07-30,3,16,71.0,78.0676,72.45689,398.36040999999983
2017-07-27,14,30,337.839,349.85306,348.67395,398.34934329001226
2017-08-05,47,16,121.0,117.48952,120.78162,398.3441000000006
2017-07-26,32,9,142.0,78.356575,81.161705,398.3284599999988
2017-08-11,25,15,61.0,20.321236,26.850641,398.29370500000005
2017-07-28,30,18,99.0,191.8898,187.86803,398.1552300000003
2017-08-12,25,25,140.0,159.0851,156.24138,398.1208000000024
2017-07-30,15,29,29.0,43.067043,28.655523,397.95441399999993
2017-07-30,42,20,39.0,49.608112,39.411842,397.6545299999999
2017-07-28,36,24,198.612,179.44832,181.44835,397.229958360002
2017-07-25,53,9,156.255,181.9636,179.423,396.9814530000017
2017-07-25,48,13,64.0,46.71023,52.912216,396.9271039999999
2017-07-22,47,15,59.0,95.53027,88.80978,396.5089099999998
2017-08-15,30,10,88.0,147.6711,143.16571,396.47432000000026
2017-07-22,10,5,94.0,100.94096,96.725174,396.28388400000074
2017-07-31,34,28,148.116,139.18001,141.85486,396.1880825999989
2017-08-14,17,31,35.0,23.022718,34.333637,395.8821650000001
2017-07-24,48,22,93.0,81.28577,85.542076,395.83645799999965
2017-07-23,13,10,28.0,89.442,75.3127,395.62039999999956
2017-07-23,11,22,31.0,53.847366,41.0867,395.58064600000006
2017-07-24,51,13,51.0,37.548653,45.297356,395.183853
2017-07-26,32,24,54.072002,64.82172,57.513824,395.152567127792
2017-08-11,32,25,50.0,68.301506,60.40271,394.9398000000002
2017-07-28,32,28,70.164,82.02414,76.40435,394.3069455600006
2017-07-31,8,29,156.799,135.35454,137.8683,394.1550542400032
2017-07-22,7,15,33.0,45.93754,31.984245,393.418905
2017-08-06,42,11,133.0,148.02484,145.06787,393.2770100000016
2017-08-01,26,22,9.0,64.99757,21.3161,393.13322999999997
2017-07-30,5,15,25.0,44.755173,29.0416,392.83932500000003
2017-08-01,27,9,332.329,329.35092,330.53128,392.26785844000244
2017-08-06,33,22,22.0,51.890053,34.065796,392.1336540000001
2017-07-19,19,24,96.434,122.24804,118.185135,391.8021807700002
2017-08-13,33,15,34.0,52.928223,41.405987,391.75602399999997
2017-08-15,40,25,277.0,305.05917,303.64655,391.2957400000014
2017-07-21,38,22,128.0,111.13619,114.19305,391.27808000000005
2017-08-06,2,11,145.0,134.6029,137.29716,390.6676999999979
2017-08-04,44,15,50.0,104.01616,96.206604,390.4778000000001
2017-08-02,18,11,48.0,56.62982,48.501133,390.17697599999997
2017-08-01,19,13,35.0,69.5693,58.425495,390.0331749999999
2017-07-21,28,18,169.0,265.77426,263.46738,389.86272000000463
2017-08-14,13,9,192.0,141.62906,143.65894,389.73695999999836
2017-07-20,18,25,121.0,141.92818,138.70866,389.5619199999983
2017-07-19,20,18,236.0,273.20346,271.55365,389.355160000001
2017-07-27,45,31,111.0,102.36899,116.123566,389.32628400000067
2017-08-05,10,22,48.0,22.591026,30.69757,389.114112
2017-07-23,41,22,116.0,131.18697,104.166794,389.0366239999996
2017-08-12,43,10,224.0,187.24532,188.98201,389.01856000000225
2017-07-30,38,16,32.0,58.242237,46.09587,388.68374400000016
2017-07-27,38,22,62.0,76.55549,70.289696,388.4792279999999
2017-08-13,51,15,37.0,48.82781,38.329742,388.4285159999999
2017-07-25,18,29,67.801,45.712288,51.43266,387.84694197199997
2017-08-11,35,18,103.0,81.1377,84.89935,387.4499500000006
2017-08-05,19,11,60.0,74.02778,67.5719,387.35280000000046
2017-08-01,17,21,20.0,40.928246,18.433706,387.23904000000005
2017-08-13,46,32,59.898,72.761734,66.2977,387.1827085319999
2017-08-05,33,5,257.0,252.67033,254.17557,386.8466799999966
2017-08-06,23,11,70.389,86.34159,80.84774,386.7066076499997
2017-07-23,40,5,509.0,519.4708,518.71155,386.45825000003333
2017-07-29,35,22,149.0,64.78987,67.38297,386.3719000000001
2017-08-09,20,11,55.081,64.73078,57.7218,386.06162737999966
2017-07-20,24,29,124.882996,107.67622,110.76659,385.93466434851916
2017-07-26,7,22,150.0,138.64258,141.21544,385.9289999999987
2017-07-25,53,25,179.0,182.742,177.41304,385.7521599999974
2017-08-07,10,28,105.754,135.29367,131.64719,385.62984591999975
2017-08-04,11,11,86.0,91.680145,87.19687,385.5616499999993
2017-08-07,34,11,58.0,74.45169,67.805626,385.4717119999997
2017-07-21,11,28,456.795,453.97006,454.81354,385.2974465999997
2017-08-13,12,28,153.15399,148.73898,151.248,384.2664239897988
2017-08-15,15,25,161.0,195.17622,192.79245,383.7869700000001
2017-07-31,16,28,77.677,60.69361,65.6335,383.7158355299998
2017-07-19,37,10,137.0,129.56389,132.36447,383.67946000000336
2017-08-13,10,24,156.282,206.01996,203.56682,383.38162547999855
2017-07-23,5,22,68.0,78.95887,62.678585,383.34694000000013
2017-07-23,14,25,166.0,237.44392,235.13533,383.2259399999966
2017-08-05,32,9,102.0,105.89495,102.13858,383.1497399999989
2017-08-06,12,11,39.0,55.67653,45.8579,382.92656999999997
2017-07-21,2,11,130.0,134.07365,131.1296,382.72649999999686
2017-07-28,15,18,228.0,187.95154,189.62984,382.6524000000027
2017-08-15,34,24,181.096,157.9019,160.01123,381.99122567999984
2017-07-28,40,11,160.784,75.52918,77.90434,381.8877254400013
2017-07-19,5,29,56.84,46.735115,53.44594,381.44329300000004
2017-08-10,22,28,135.9,107.783325,110.588745,381.256578
2017-07-26,49,13,77.0,71.87745,77.18288,380.3545900000005
2017-07-21,13,30,146.694,221.68379,219.09128,380.30566193999584
2017-08-14,18,9,198.824,168.02563,169.93759,380.1435350399988
2017-08-05,52,20,69.0,87.58134,82.07533,379.9146900000003
2017-07-30,49,32,73.645004,87.55115,82.39266,379.8970166839599
2017-08-03,36,29,57.952,38.57034,45.12392,379.79306815999985
2017-07-30,24,16,33.0,44.805374,33.302544,379.5933900000001
2017-08-06,6,22,84.0,134.19757,129.68037,379.44479999999976
2017-08-13,48,2,38.0,53.36259,43.377914,379.417688
2017-08-06,18,11,107.0,78.0592,81.604935,379.3936449999992
2017-07-25,1,25,152.0,149.04965,152.45824,378.8007199999995
2017-08-07,20,32,15.67,42.851105,18.680582,378.7520954099999
2017-08-01,11,27,21.0,41.440033,23.404472,378.746781
2017-08-01,41,26,15.0,41.38749,16.175505,378.17977499999995
2017-08-11,3,32,94.312996,102.6243,98.614746,378.15305036378476
2017-07-25,42,29,62.991,49.95596,55.944725,377.238296115
2017-08-02,32,28,48.086,73.018456,65.17916,376.96038745600015
2017-08-06,23,22,26.0,55.62262,41.124626,376.9478439999999
2017-08-10,1,29,97.532,51.201042,55.065697,376.92753145999995
2017-08-07,8,32,47.34,21.620245,29.581095,376.8666390000001
2017-07-21,40,25,241.0,248.11159,246.54826,376.7625300000018
2017-07-20,25,10,97.0,79.04651,82.92929,376.62965999999983
2017-08-01,10,10,46.0,72.84882,64.66769,376.3319800000004
2017-08-14,33,28,181.824,207.16771,205.09886,376.16658240000015
2017-07-28,9,10,86.0,193.67502,189.30215,376.0668199999982
2017-08-06,2,22,77.0,94.70132,89.82208,375.7014799999997
2017-08-05,44,21,49.0,27.587273,35.25212,375.577503
2017-08-01,15,29,70.0,84.099236,61.263508,375.3920800000004
2017-07-23,24,5,583.65,815.4455,814.80237,375.36282450004364
2017-08-05,37,11,106.272,141.14946,137.61765,375.33251232000066
2017-07-31,13,15,40.0,16.390081,25.771425,375.25376000000006
2017-07-20,12,10,84.0,54.2619,58.727345,375.09738000000016
2017-08-11,31,18,237.0,251.91037,250.32773,375.08567999999923
2017-08-10,38,24,158.685,127.040115,129.40228,374.8401530249985
2017-07-25,26,7,308.0,415.39163,414.17465,374.82984000001306
2017-07-30,3,19,59.0,81.162704,74.810455,374.7826910000001
2017-08-12,25,13,55.0,37.602356,44.41391,374.63547000000005
