date,store_nbr,family,sales,prediction_nb11,weighted_abs_error_nb11
2017-07-29,9,11,135.121,180.41422,6120.065179619999
2017-08-13,15,9,165.0,202.07913,6118.056449999999
2017-08-09,6,8,837.0,844.3062,6115.2893999999915
2017-08-12,26,8,253.0,277.1667,6114.175099999998
2017-08-11,18,28,163.395,200.81392,6114.064433399998
2017-08-08,8,9,243.556,218.4578,6112.817199200005
2017-07-26,52,22,211.0,182.03746,6111.095939999997
2017-08-11,35,24,187.359,154.75266,6109.091256060004
2017-08-15,9,11,133.738,88.065315,6108.17354653
2017-08-10,23,7,479.0,466.24954,6107.470339999988
2017-07-28,16,8,184.0,150.81108,6106.761279999999
2017-07-27,21,10,106.0,163.60812,6106.460720000002
2017-07-24,40,10,227.0,253.87247,6100.050689999998
2017-07-21,21,28,144.009,186.35881,6098.753788290002
2017-08-10,31,25,170.0,205.87408,6098.593599999998
2017-07-30,14,25,173.0,208.24591,6097.542430000001
2017-07-25,15,8,377.0,360.8265,6097.409499999996
2017-08-02,44,10,651.0,641.635,6096.615000000006
2017-07-26,12,24,197.568,166.7103,6096.494073600004
2017-08-05,46,11,382.377,366.43716,6095.028199680001
2017-08-15,15,5,187.0,154.41013,6094.305689999998
2017-08-08,32,30,339.949,322.03918,6088.425399180009
2017-07-21,28,24,128.831,176.07018,6085.87079858
2017-07-21,35,24,156.89099,195.65263,6081.3520736236
2017-08-01,12,5,187.0,219.5156,6080.417200000001
2017-08-07,52,10,239.0,213.56407,6079.187270000003
2017-07-30,13,30,209.892,180.92903,6079.095699239997
2017-07-27,48,22,139.0,95.26574,6079.062140000001
2017-08-09,27,5,520.175,531.86035,6078.426936250044
2017-08-09,2,25,220.0,247.62556,6077.623200000002
2017-07-19,46,11,148.0,189.03998,6073.917040000002
2017-08-14,36,9,145.344,187.12968,6073.297873920002
2017-08-07,31,9,214.077,242.42867,6069.440458590003
2017-08-04,5,9,246.374,221.74011,6069.150014860002
2017-08-02,49,22,224.0,251.07806,6065.485439999999
2017-08-13,40,9,254.0,277.87015,6063.018100000006
2017-08-13,9,31,200.0,169.68564,6062.8719999999985
2017-08-04,46,22,157.0,195.591,6058.787000000001
2017-07-30,2,24,393.711,378.323,6058.424868000014
2017-07-19,44,24,720.811,729.2149,6057.623562899934
2017-07-28,45,10,395.0,410.33505,6057.344750000009
2017-07-29,42,11,114.321,167.29622,6056.180125620001
2017-08-08,10,18,176.0,141.60242,6053.974080000001
2017-07-29,16,10,114.0,167.08893,6052.13802
2017-08-13,53,24,303.257,323.213,6051.796692000005
2017-08-04,33,24,208.146,237.22076,6051.794994960005
2017-07-24,7,10,307.0,287.29208,6050.331440000001
2017-08-05,21,25,427.0,441.16852,6049.95804
2017-08-09,4,24,276.36,298.24,6046.756799999999
2017-08-14,46,18,534.0,522.68085,6044.426100000019
2017-08-12,46,22,225.0,251.85233,6041.774249999999
2017-07-21,36,24,158.839,196.86763,6040.429560569999
2017-08-09,33,22,94.0,29.75262,6039.25372
2017-07-29,33,24,297.458,317.7553,6037.594263399986
2017-07-21,24,11,222.082,194.89671,6037.363573779996
2017-08-08,53,24,214.376,242.5287,6035.263215199996
2017-08-06,46,10,253.0,276.84064,6031.681920000002
2017-07-25,8,9,212.187,240.60616,6030.176302919996
2017-08-12,52,29,89.385,156.83203,6028.75277655
2017-07-28,44,15,101.0,160.68158,6027.83958
2017-07-20,3,10,402.0,387.00668,6027.314639999993
2017-07-26,6,24,399.479,414.56146,6025.12603834001
2017-08-04,43,22,131.0,85.00736,6025.03584
2017-07-22,2,18,347.0,364.35825,6023.312749999999
2017-08-12,53,25,261.0,284.07574,6022.768139999999
2017-08-06,13,9,223.0,195.99419,6022.29563
2017-07-26,28,18,181.0,214.26776,6021.464560000002
2017-08-07,42,18,202.0,231.80574,6020.759479999997
2017-08-12,17,9,513.0,524.73444,6019.767719999974
2017-08-10,13,8,218.0,190.38686,6019.6645199999975
2017-08-15,6,8,845.0,837.8772,6018.765999999986
2017-08-09,32,30,115.995,167.8534,6015.315107999999
2017-07-26,34,18,120.0,170.125,6015.0
2017-07-20,27,9,214.567,242.59995,6014.94598265
2017-08-01,17,18,388.0,372.50598,6011.679759999992
2017-08-14,33,9,133.0,178.1883,6010.0439
2017-08-14,42,24,218.31801,190.79407,6008.971808159396
2017-08-01,24,18,287.0,307.93698,6008.913260000001
2017-08-07,37,28,236.713,211.3323,6007.941639099998
2017-08-03,51,9,193.419,224.47433,6006.69087327
2017-07-22,39,25,340.0,322.3335,6006.609999999995
2017-08-15,46,8,1203.0,1207.9928,6006.338399999986
2017-07-27,43,18,200.0,169.96933,6006.133999999997
2017-08-12,33,22,113.0,59.86739,6003.98493
2017-08-01,35,8,166.0,202.15842,6002.297720000001
2017-08-08,22,8,282.0,260.7356,5996.560800000007
2017-08-02,44,13,152.0,112.57273,5992.945039999999
2017-07-21,47,10,362.0,378.54892,5990.709040000003
2017-08-02,7,9,216.93,189.31856,5989.749679200004
2017-08-10,1,11,167.70999,132.01758,5985.973724175899
2017-07-26,41,22,147.0,106.29245,5984.0098499999995
2017-08-04,6,25,310.0,329.2755,5975.405000000007
2017-08-14,49,9,385.858,401.34143,5974.405332939999
2017-08-12,16,8,232.0,257.72925,5969.185999999995
2017-08-09,33,28,205.608,234.6364,5968.471267200001
2017-07-30,36,28,100.076996,159.71408,5968.300216919663
2017-07-27,3,25,411.0,396.48093,5967.33777
2017-07-21,46,11,184.0,216.42293,5965.819120000002
2017-07-28,40,9,294.0,314.28955,5965.1277000000055
2017-08-09,49,25,428.0,441.9356,5964.4368000000095
2017-08-13,34,25,239.0,263.9328,5958.939199999997
2017-08-04,24,9,327.365,309.164,5958.370365000007
2017-08-07,52,18,316.0,334.85226,5957.31416
2017-07-21,6,9,393.923,378.81003,5953.346481310007
2017-08-04,33,8,295.0,315.1761,5951.949500000006
2017-07-21,12,28,179.15599,212.37148,5950.753994285098
2017-07-20,20,25,292.0,271.63016,5947.993280000003
2017-07-26,33,25,175.0,141.03717,5943.495249999999
2017-07-25,11,29,140.094,97.68771,5940.866791259999
2017-08-10,35,5,132.0,87.00447,5939.40996
2017-08-09,22,25,172.0,137.48334,5936.86552
2017-08-08,53,5,417.105,431.3368,5936.1549389999855
2017-07-22,13,9,221.0,194.14786,5934.322939999998
2017-08-01,53,10,121.0,71.95698,5934.20542
2017-07-26,30,28,131.333,86.15984,5932.726622279999
2017-07-23,16,10,163.0,199.37444,5929.0337199999985
2017-08-05,14,8,493.0,480.98395,5923.912650000004
2017-07-26,29,10,129.0,174.87555,5917.94595
2017-08-04,45,32,145.966,105.43034,5916.8281475600015
2017-08-03,2,5,609.0,599.285,5916.4350000000195
2017-07-25,27,5,604.352,614.14136,5916.219294719993
2017-07-25,49,24,630.91296,621.5368,5915.540859033617
2017-07-28,15,12,2582.0,2584.291,5915.362000000432
2017-07-30,33,28,220.756,193.97061,5913.035554840001
2017-08-13,39,24,68.965004,154.678,5911.197111991984
2017-07-31,2,18,293.0,313.15295,5904.814349999993
2017-07-25,33,9,183.0,150.7452,5902.628399999998
2017-08-02,7,22,128.0,174.11313,5902.480640000002
2017-08-12,6,22,198.0,168.19102,5902.178039999998
2017-08-14,34,24,201.455,172.17091,5899.426350950004
2017-07-26,44,9,485.253,497.40854,5898.5122516200145
2017-08-08,29,28,221.36,194.7142,5898.314288000002
2017-08-05,22,5,157.0,194.55081,5895.477170000002
2017-08-07,52,11,254.195,231.00314,5895.254852699997
2017-07-23,8,18,498.0,486.1626,5895.025200000001
2017-08-08,44,18,475.0,487.40463,5892.199249999999
2017-07-30,38,24,175.019,141.3611,5890.7720001000025
2017-07-26,44,29,270.331,292.12195,5890.769304450003
2017-08-09,46,28,617.435,607.8988,5887.9836469999345
2017-07-27,15,24,191.71,161.00154,5887.118866600001
2017-08-10,34,24,206.901,235.35315,5886.778287149998
2017-07-25,51,11,228.784,203.06624,5883.812003839999
2017-08-07,38,28,136.438,93.32108,5882.786330959999
2017-08-14,46,31,230.0,255.57349,5881.902699999999
2017-08-02,40,5,467.0,454.40707,5880.898310000011
2017-08-11,17,11,119.0,69.58399,5880.50519
2017-08-02,21,25,307.0,326.15375,5880.201250000001
2017-07-26,16,5,136.0,179.22997,5879.275920000001
2017-08-06,6,10,275.0,253.62881,5877.077250000004
2017-07-19,44,29,340.58,323.33234,5874.208042799998
2017-08-11,5,8,489.0,476.9894,5873.183400000005
2017-07-28,7,10,281.0,301.89474,5871.421940000004
2017-07-24,17,8,707.0,698.69556,5871.239079999999
2017-07-21,25,11,131.0,86.18146,5871.22874
2017-08-08,31,9,189.184,220.2174,5871.0227456
2017-08-04,44,13,137.0,94.15282,5870.063659999999
2017-08-15,46,11,217.0,189.95161,5869.500630000002
2017-08-08,37,5,483.408,495.54773,5868.442599839994
2017-08-03,51,10,270.0,291.7329,5867.8829999999925
2017-08-02,41,18,330.0,312.21896,5867.743200000006
2017-08-13,2,28,470.487,458.0206,5865.279136800011
2017-08-02,4,25,267.0,288.95605,5862.2653500000015
2017-08-09,41,29,100.919,42.85608,5859.65182348
2017-08-03,47,11,201.6,230.66046,5858.5887360000015
2017-08-04,53,22,140.0,98.15844,5857.8184
2017-07-27,35,8,105.0,160.76791,5855.63055
2017-08-03,25,22,195.0,164.97336,5855.1947999999975
2017-08-14,27,25,238.0,262.60007,5854.816660000004
2017-08-11,32,30,194.417,164.31358,5852.61660614
2017-07-22,48,5,953.0,946.85956,5851.839320000012
2017-08-04,33,18,138.0,180.388,5849.544000000001
2017-08-01,38,5,465.002,477.57748,5847.623350959986
2017-08-04,36,24,252.73,229.60245,5845.025711499996
2017-08-14,22,28,150.576,111.75824,5845.023029759998
2017-07-22,42,18,305.0,285.8465,5841.817500000003
2017-07-30,19,25,211.0,238.66632,5837.593520000003
2017-08-09,51,29,147.079,107.40857,5834.687173970002
2017-07-20,5,18,246.0,222.29478,5831.484119999999
2017-07-22,21,18,307.0,325.98825,5829.392749999998
2017-07-29,13,24,194.944,165.04378,5828.868487679998
2017-08-14,43,18,281.0,260.25946,5828.091740000003
2017-07-19,27,24,290.385,270.32144,5826.156870599999
2017-07-19,54,30,555.244,565.7352,5825.175852799965
2017-08-13,22,9,180.0,147.64917,5823.1494
2017-08-09,15,8,359.0,342.7909,5819.0668999999925
2017-07-30,46,10,281.0,260.29617,5817.776229999995
2017-07-29,5,13,136.0,93.231316,5816.541023999999
2017-08-14,10,8,253.0,275.98724,5815.771719999996
2017-08-08,25,7,320.0,338.16147,5811.670400000003
2017-08-05,3,29,275.778,296.84784,5810.598335520001
2017-08-14,45,22,118.0,167.2316,5809.328799999998
2017-08-10,29,24,124.842,171.37495,5809.266543900002
2017-07-19,45,15,121.0,72.993454,5808.792066
2017-07-27,46,29,145.95801,106.16799,5807.6721370602
2017-07-30,21,24,206.242,178.09303,5805.499870739998
2017-08-10,8,28,437.536,424.274,5802.602432000001
2017-07-25,33,10,70.0,152.886,5802.0199999999995
2017-07-25,37,11,146.284,106.646866,5798.278510055998
2017-07-19,31,5,450.0,462.88223,5797.003499999997
2017-07-20,34,9,203.516,175.03658,5796.017640720001
2017-07-22,42,22,177.0,144.27551,5792.23473
2017-07-19,34,9,169.495,203.66837,5792.215348150001
2017-07-23,48,16,41.0,182.20663,5789.4718299999995
2017-08-03,39,9,137.917,179.88875,5788.617844749998
2017-08-05,39,5,813.0,820.1185,5787.340500000033
2017-07-28,2,9,264.206,286.1106,5787.32674759999
2017-08-08,45,16,109.0,55.91333,5786.447029999999
2017-08-02,47,29,190.718,221.04265,5783.456598700003
2017-08-13,29,28,218.471,244.94131,5782.995096009997
2017-08-14,44,15,130.0,85.52031,5782.359700000001
2017-08-10,23,18,137.0,94.79478,5782.11514
2017-07-22,2,11,188.589,157.94128,5779.822867079998
2017-08-11,39,24,185.528,154.39386,5776.25472592
2017-08-11,18,9,166.224,200.96004,5773.96351296
2017-07-20,38,16,106.0,51.547577,5771.956838
2017-07-19,36,9,145.841,185.40523,5770.086867429997
2017-08-11,50,11,146.25,185.69362,5768.629425000001
2017-07-26,34,25,190.0,220.34755,5766.0345000000025
2017-07-21,42,9,195.354,224.86537,5765.16417498
2017-08-01,52,22,181.0,212.84438,5763.832780000001
2017-08-04,50,13,61.0,155.46013,5762.067929999999
2017-08-08,47,11,214.121,187.21153,5761.88262587
2017-08-10,31,28,148.15799,109.27682,5760.555996048302
2017-07-25,35,24,160.572,196.4424,5759.781868799999
2017-07-19,18,10,111.0,162.84842,5755.174620000001
2017-08-01,48,11,165.801,200.47075,5748.279219750003
2017-07-23,25,25,149.0,110.43437,5746.27887
2017-08-12,13,25,211.0,238.23119,5745.7810899999995
2017-08-14,34,18,208.0,180.38063,5744.828960000001
2017-08-13,51,18,358.0,341.95453,5744.278260000008
2017-07-20,42,25,148.0,186.80765,5743.5322
2017-08-14,18,9,198.824,169.93759,5743.311581840003
2017-07-22,15,5,150.0,188.27626,5741.439000000001
2017-08-04,7,22,237.0,212.78882,5738.049660000003
2017-08-02,50,13,84.0,152.29779,5737.014359999999
2017-07-21,36,18,186.0,155.18512,5731.567679999997
2017-07-26,49,29,224.621,199.10606,5731.19133774
2017-07-28,22,10,98.0,39.525974,5730.454548000001
2017-07-31,42,28,204.271,232.32115,5729.8321906500005
2017-08-08,52,18,275.0,295.8338,5729.294999999999
2017-08-06,23,5,250.632,273.4824,5727.041452799995
2017-08-12,13,22,126.0,80.56741,5724.506340000001
2017-07-31,30,8,306.0,324.70386,5723.381160000006
2017-07-25,42,28,203.834,175.7614,5722.150348399999
2017-07-26,20,28,195.522,224.78365,5721.2963313
2017-07-26,53,16,86.0,19.476873,5720.9889220000005
2017-08-08,3,25,461.0,448.59012,5720.954679999994
2017-08-04,5,5,345.226,328.65466,5720.8574228400075
2017-07-20,43,29,79.816,151.46202,5718.498732319999
2017-07-22,42,11,145.0,184.42833,5717.1078499999985
2017-08-13,3,15,111.0,59.49982,5716.51998
2017-08-09,29,18,158.0,194.17523,5715.68634
2017-07-25,16,8,218.0,244.21703,5715.312539999999
2017-08-05,32,8,138.0,179.41235,5714.9043
2017-07-28,8,5,806.919,799.8409,5711.453373899959
2017-08-14,7,3,3864.0,3865.4773,5708.287200000053
2017-08-07,45,10,393.0,378.4754,5708.167800000008
2017-08-10,52,29,151.925,114.36209,5706.7451017500025
2017-08-15,49,29,207.888,180.44455,5705.163933600003
2017-07-20,54,5,199.0,170.33545,5704.2454499999985
2017-08-09,48,11,178.494,146.53897,5703.781124819999
2017-08-03,40,10,111.0,162.32413,5696.978429999999
2017-07-20,41,9,156.933,193.23209,5696.525090970001
2017-08-01,46,10,170.0,136.49202,5696.356600000001
2017-08-09,44,9,443.26498,430.41525,5695.835311455385
2017-08-06,39,24,153.528,190.61247,5693.504510160002
2017-08-06,29,25,405.0,419.04663,5688.885149999997
2017-07-24,23,24,442.567,455.4193,5688.003854100006
2017-08-08,20,8,663.0,654.428,5683.236000000002
2017-08-09,2,5,598.0,607.5035,5683.093000000019
2017-07-21,30,22,105.0,50.898945,5680.610775
2017-08-06,24,10,243.0,266.37625,5680.428750000006
2017-08-01,29,24,167.105,133.11378,5680.102818099999
2017-08-08,10,8,305.0,286.3842,5677.818999999993
2017-08-13,54,5,393.0,378.5785,5667.649499999992
2017-08-08,36,9,204.865,177.21687,5664.134152450002
2017-07-19,27,5,597.711,588.2365,5663.012869500021
2017-08-05,20,22,136.0,94.36021,5663.01144
2017-08-05,6,22,167.0,200.89783,5660.93761
2017-08-11,42,18,129.0,172.8758,5659.9782
2017-08-06,13,5,137.0,178.3007,5658.195900000001
2017-07-28,37,9,174.656,207.04587,5657.0851347200005
2017-08-14,20,8,669.0,677.4553,5656.595699999977
2017-07-23,11,9,547.912,537.5967,5651.876653599989
2017-07-29,51,18,430.0,443.14142,5650.8105999999925
2017-08-05,35,9,124.0,78.430756,5650.586256
2017-08-13,31,18,349.0,332.81607,5648.191569999992
2017-07-28,15,28,119.770004,166.9277,5648.077438550782
2017-07-29,33,22,95.0,35.55446,5647.3263
2017-08-09,36,24,209.556,236.49707,5645.662864919999
2017-08-13,14,18,105.0,158.76471,5645.2945500000005
2017-07-28,39,10,306.0,324.44778,5645.020680000007
2017-07-31,26,7,584.0,593.6621,5642.6664000000055
2017-07-22,17,5,357.0,341.19635,5641.903050000002
2017-08-05,53,11,263.27,241.84436,5640.728242799996
2017-08-12,29,25,230.0,254.51651,5638.797300000003
2017-07-27,33,25,140.0,180.2672,5637.408
2017-08-05,27,25,283.0,302.91705,5636.525150000005
2017-07-25,38,25,292.0,311.30176,5636.113920000001
2017-08-09,11,28,434.008,446.9871,5633.033232800007
2017-08-05,48,29,145.552,106.851814,5632.889472671998
2017-08-11,1,25,53.0,159.1247,5624.6091
2017-08-09,31,25,186.0,216.23865,5624.388900000002
2017-07-28,36,9,243.693,220.62074,5622.54825618
2017-07-25,38,18,250.0,272.48846,5622.114999999993
2017-07-28,3,6,70.0,150.29187,5620.430899999999
2017-08-05,39,25,441.0,428.2554,5620.368599999996
2017-07-29,52,29,167.769,134.27118,5619.895763580003
2017-08-13,8,24,421.731,408.412,5617.035189000007
2017-08-08,29,18,228.0,203.37779,5613.863879999999
2017-08-15,53,25,153.0,189.68347,5612.57091
2017-07-21,20,18,234.0,257.97833,5610.929220000006
2017-08-03,19,8,305.0,323.38855,5608.5077500000025
2017-08-11,45,15,132.0,89.546585,5603.850780000001
2017-08-15,53,24,185.798,215.9576,5603.593360800002
2017-07-31,40,10,270.0,249.24835,5602.945500000003
2017-08-04,26,24,399.599,413.6191,5602.417939900005
2017-07-25,21,18,265.0,243.86154,5601.6919000000025
2017-08-15,3,29,222.294,197.10306,5599.794816360003
2017-08-10,8,5,676.615,668.3411,5598.244848500018
2017-08-04,9,31,136.0,94.8402,5597.732800000001
2017-07-22,23,5,292.513,273.37653,5597.666249109992
2017-08-10,44,10,409.0,395.31403,5597.561729999999
2017-07-20,38,11,133.25,91.24591,5597.0449925
2017-07-25,19,9,252.0,274.20752,5596.295039999997
2017-07-29,34,18,264.0,242.8074,5594.846399999999
2017-08-01,1,9,133.588,175.46832,5594.708188160002
2017-08-09,49,11,294.136,275.12073,5593.075456720013
2017-07-24,26,18,126.0,81.621796,5591.653703999999
2017-08-08,24,10,223.0,197.93251,5590.050269999998
2017-08-02,19,5,172.0,204.49463,5589.07636
2017-08-07,14,24,263.51,242.31477,5585.155057299995
2017-07-20,14,8,335.0,318.33,5584.450000000005
2017-08-14,13,5,154.0,117.75202,5582.18892
2017-07-25,2,5,567.0,557.15857,5580.090809999969
2017-07-20,37,10,147.0,109.042816,5579.706048
2017-07-19,9,24,300.272,318.84827,5577.9337454400065
2017-08-11,31,24,314.02798,331.78857,5577.322201308194
2017-07-30,21,28,253.716,275.69077,5575.3507453199945
2017-08-10,40,24,132.837,174.79703,5573.844505110002
2017-07-31,41,28,206.84799,233.79024,5572.950258577501
2017-08-01,46,28,832.667,839.3579,5571.291630299952
2017-07-30,43,22,77.0,149.33176,5569.545520000001
2017-08-12,28,25,309.0,327.01987,5568.139830000008
2017-08-07,24,28,498.987,510.1442,5567.297756399995
2017-08-10,4,25,147.0,184.8624,5565.772800000002
2017-08-11,9,11,133.0,91.16646,5563.86082
2017-08-01,41,18,325.0,342.11896,5563.662000000005
2017-08-14,53,9,165.198,198.8616,5561.1593928
2017-07-19,31,9,212.683,186.54254,5559.6314541799975
2017-07-26,52,9,306.18,324.33243,5557.911017399994
2017-07-20,21,24,102.482,156.70723,5557.110020860001
2017-08-10,3,6,96.0,38.12379,5556.11616
2017-08-14,26,28,136.362,95.64661,5552.032011179999
2017-08-01,39,8,738.0,730.47833,5550.9924599999795
2017-07-30,10,10,92.0,31.67626,5549.78408
2017-08-15,23,5,243.799,266.55878,5548.811604220002
2017-07-28,21,11,112.0,62.462635,5548.18488
2017-08-11,1,11,61.0,151.94171,5547.44431
2017-08-14,21,29,176.078,144.58276,5545.618868719999
2017-08-13,9,7,1655.0,1651.6498,5544.581000000143
2017-07-25,52,28,361.372,346.03094,5543.82953432001
2017-07-28,38,11,149.0,111.81204,5541.00604
2017-07-30,10,30,273.515,293.77243,5540.710966449999
2017-07-31,44,15,62.0,151.3663,5540.710599999999
2017-07-30,5,9,239.348,262.49368,5539.872216639993
2017-07-19,53,25,231.0,207.02786,5537.564339999999
2017-08-14,1,28,270.047,290.54572,5535.617839839998
2017-07-26,53,18,253.0,231.1217,5535.209899999999
2017-07-28,22,18,169.0,136.28812,5528.307720000002
2017-07-26,51,24,580.873,590.37396,5518.851138079979
2017-07-28,28,18,223.0,198.25795,5517.4771500000015
2017-07-20,8,11,120.0,165.97733,5517.2796
2017-07-29,42,22,103.0,156.54834,5515.47902
2017-08-09,48,5,640.0,648.6127,5512.1280000000115
2017-08-13,27,11,159.892,194.3325,5506.760426000003
2017-08-02,24,9,313.647,296.09048,5506.549828439993
2017-08-11,6,29,131.786,90.0114,5505.307435600001
2017-07-25,23,8,475.0,486.57916,5500.101000000001
2017-07-20,51,18,297.0,278.49548,5495.842440000004
2017-08-04,22,11,94.0,35.544785,5494.79021
2017-08-08,9,5,461.0,472.91574,5493.156140000013
2017-07-24,25,28,102.19,155.94041,5492.754397900002
2017-08-11,28,29,117.655,70.97776,5491.8106722
2017-08-07,36,9,171.341,203.38165,5489.87701165
2017-07-31,1,11,158.354,123.7137,5485.430066200002
2017-07-24,25,7,447.0,459.26004,5480.2378800000015
2017-08-09,33,5,166.0,199.00854,5479.4176400000015
2017-08-10,37,25,255.0,233.52443,5476.270350000002
2017-07-25,53,28,136.805,176.83167,5475.84858935
2017-08-07,26,28,88.03,150.20247,5473.0425341
2017-08-15,15,8,358.0,342.71387,5472.434540000005
2017-07-28,22,24,141.3,102.57865,5471.326755000003
2017-08-15,35,8,130.0,172.08472,5471.0136
2017-07-22,52,29,95.0,152.55083,5467.328849999999
2017-08-07,53,9,214.443,188.95721,5465.2492649700025
2017-08-07,39,9,209.475,183.38959,5464.241259749999
2017-08-15,12,25,199.0,171.55013,5462.524130000001
2017-08-02,12,5,201.0,173.82426,5462.323739999998
2017-07-30,43,24,226.164,202.01453,5461.740733079995
2017-08-10,1,9,139.761,100.70111,5459.049286289999
2017-07-19,52,8,1042.0,1036.7649,5454.974200000106
2017-07-19,12,5,176.0,145.00697,5454.773280000001
2017-07-31,36,10,219.0,194.09457,5454.289169999999
2017-07-28,27,28,457.004,468.93762,5453.712074479983
2017-08-10,39,25,251.0,272.72174,5452.156740000003
2017-07-27,13,25,159.0,124.713715,5451.519315000001
2017-08-14,31,18,242.0,264.5249,5451.0258
2017-07-21,34,10,147.0,109.92693,5449.74129
2017-07-27,5,24,233.55,210.22708,5447.067966000002
2017-07-20,17,28,292.298,273.6661,5446.067106200009
2017-08-02,47,10,348.0,363.64532,5444.571360000009
2017-08-07,3,10,478.0,466.61017,5444.338740000008
2017-07-29,37,24,242.39299,264.8479,5442.912775080896
2017-08-04,6,5,516.863,506.33292,5442.608739040029
2017-08-15,36,18,232.0,208.55412,5439.444159999997
2017-08-03,26,25,110.0,159.4456,5439.016000000001
2017-08-04,15,5,139.0,178.12643,5438.57377
2017-08-01,46,11,242.665,265.0694,5436.763725999996
2017-07-29,12,5,214.0,188.59885,5435.846100000001
2017-07-30,22,28,147.572,184.40466,5435.469301520001
2017-08-03,50,31,352.0,336.5605,5434.704000000003
2017-08-08,49,18,420.0,407.06763,5431.5953999999965
2017-08-03,43,24,288.26,307.1003,5430.904878000004
2017-07-29,51,15,86.0,22.851658,5430.757412
2017-08-14,12,24,107.3,157.87607,5426.812311
2017-08-12,37,18,181.0,210.97058,5424.6749800000025
2017-08-11,44,31,380.0,365.72537,5424.359400000001
2017-08-15,30,28,132.532,91.61117,5423.319441560002
2017-07-22,44,16,172.0,140.49088,5419.5686399999995
2017-07-20,33,24,368.105,382.8268,5419.168188999991
2017-08-04,24,29,150.733,114.788734,5417.987046978
2017-07-24,5,9,223.85,199.65227,5416.661860500001
2017-08-12,53,18,200.0,227.0759,5415.1799999999985
2017-08-14,27,10,250.0,228.34235,5414.412499999998
2017-07-29,36,9,242.287,219.95612,5410.481922560002
2017-08-08,35,8,169.0,137.00356,5407.398360000001
2017-08-06,7,9,158.564,192.66537,5407.24963268
2017-07-21,42,11,150.746,114.8792,5406.7766328000025
2017-08-12,37,28,216.012,241.02933,5404.043487959997
2017-07-27,29,9,205.825,179.57834,5402.218794499998
2017-07-23,2,11,127.0,169.53215,5401.58305
2017-08-02,1,25,169.0,200.9604,5401.307599999999
2017-07-22,26,28,179.185,209.32849,5401.261255649997
2017-08-03,40,28,184.813,155.60056,5398.838673719997
2017-07-31,9,24,357.701,372.79178,5397.987096779999
2017-07-24,31,8,659.0,650.8128,5395.364799999975
2017-08-03,37,25,267.0,287.2001,5393.426700000005
2017-07-28,27,11,165.628,133.0655,5393.26175
2017-07-29,34,28,129.59601,171.17786,5388.8418484185
2017-07-28,14,24,234.87401,257.80103,5384.961124750206
2017-08-10,41,8,574.0,564.62573,5380.830980000013
2017-08-02,8,9,303.987,286.2868,5380.630697399999
2017-08-09,46,11,227.0,203.30399,5378.99427
2017-08-08,12,28,163.418,130.50644,5378.341312080001
2017-08-15,6,5,499.485,488.71875,5377.580381250007
2017-08-12,11,9,447.316,459.32846,5373.3655573600145
2017-08-13,48,30,2856.344,2854.463,5372.783063999595
2017-07-20,7,29,92.685,150.63824,5371.396049399999
2017-08-01,42,28,252.587,231.32503,5370.497216389997
2017-08-03,44,11,424.094,436.7544,5369.199677599992
2017-08-14,38,11,121.0,76.647026,5366.709854000001
2017-07-31,47,11,288.862,270.2883,5365.236129400009
2017-07-28,53,18,226.0,202.2641,5364.313399999997
2017-07-24,13,8,267.0,246.91846,5361.771179999997
2017-07-30,41,22,58.0,150.4327,5361.096600000001
2017-07-29,47,10,439.0,451.20505,5358.016950000012
2017-07-30,48,22,104.0,155.51324,5357.37696
2017-07-26,1,18,228.0,204.50539,5356.771079999999
2017-07-20,33,5,220.0,195.6648,5353.743999999997
2017-07-22,47,25,919.0,924.8256,5353.726400000008
2017-07-28,21,9,292.265,310.57538,5351.483210700002
2017-08-01,34,7,1210.0,1214.422,5350.620000000031
2017-08-12,52,10,223.0,246.9858,5348.833400000002
2017-08-03,46,11,276.134,256.76385,5348.757000100007
2017-08-14,54,10,113.0,65.672516,5348.005692
2017-08-02,19,18,216.0,191.24419,5347.254959999999
2017-08-15,34,25,270.0,250.20163,5345.559900000001
2017-07-27,42,28,206.584,180.71135,5344.875527599998
2017-07-27,43,10,190.0,161.86989,5344.7209
2017-08-12,48,10,122.0,165.79459,5342.93998
2017-07-20,5,25,229.0,205.6758,5341.241799999998
2017-07-30,25,18,121.0,165.13644,5340.509239999999
2017-08-03,50,11,197.565,170.53693,5339.800649549997
2017-07-21,24,25,245.0,266.79044,5338.657799999997
2017-07-23,13,30,180.104,209.74194,5337.911545759998
2017-08-12,24,22,114.0,160.82314,5337.83796
2017-08-15,53,8,431.0,418.61627,5337.3876300000065
2017-08-01,37,18,363.0,377.7,5336.099999999996
2017-08-14,33,25,204.0,230.1562,5335.864800000003
2017-08-10,34,25,220.0,195.751,5334.779999999999
2017-07-25,35,8,130.0,171.0285,5333.705000000001
2017-08-13,2,16,87.0,25.746258,5329.075554
2017-07-22,8,18,480.0,468.89856,5328.691200000012
2017-07-26,18,10,174.0,143.37634,5328.51684
2017-07-20,33,18,147.0,183.24704,5328.31488
2017-08-12,10,24,165.2,197.45233,5328.084916
2017-08-02,35,30,388.357,374.64105,5326.685194150008
2017-07-24,22,9,180.0,150.40823,5326.518599999999
2017-08-07,1,24,236.746,259.23764,5324.805803439997
2017-08-11,29,25,189.0,160.82724,5324.651640000002
2017-08-07,45,9,683.932,676.14795,5323.760884599986
