date,store_nbr,family,sales,prediction_nb9,prediction_nb11,weighted_abs_error_nb9,weighted_abs_error_nb11
2017-07-21,38,8,752.0,678.5174,686.76556,55258.91520000003,49056.29887999996
2017-08-11,25,28,431.745,301.5032,318.15408,56231.24594100001,49042.31175539999
2017-08-10,43,5,521.0,447.47736,426.9134,38305.29544000001,49019.11859999999
2017-08-10,45,22,339.0,196.36624,194.46439,48352.844639999996,48997.571789999995
2017-07-29,53,30,2412.004,2502.219,2432.3052,217598.94086000035,48966.57560479971
2017-08-10,50,8,896.0,843.7429,841.3573,46822.36160000003,48959.85919999999
2017-07-19,10,8,413.0,328.884,294.56012,34739.907999999996,48915.67044000001
2017-07-19,34,7,591.0,680.86285,673.7638,53108.94434999999,48913.40579999997
2017-08-14,27,8,1040.0,971.47003,992.98267,71271.16880000004,48898.02320000002
2017-07-31,19,30,570.164,473.60764,484.47052,55052.96044303999,48859.33733071998
2017-08-14,34,30,690.883,640.5709,620.1697,34759.774584299994,48854.6168439
2017-08-06,52,11,241.766,460.57126,443.8291,52899.67248916,48851.9874346
2017-08-15,53,7,706.0,750.833,775.1861,31652.09799999998,48845.386600000005
2017-08-06,21,9,591.555,525.13214,509.00296,39292.774947299935,48834.07202219998
2017-08-04,11,30,1622.365,1612.2777,1652.3927,16365.28246449986,48715.88951050016
2017-08-15,9,5,528.0,439.34317,435.73602,46810.806240000005,48715.381440000005
2017-08-15,45,9,655.843,576.4106,581.60205,52095.18351319994,48690.40737084999
2017-08-05,49,11,319.393,453.20932,471.71234,42739.99589376,48649.73096062
2017-08-07,38,8,646.0,726.28125,721.275,51861.6875,48627.64999999999
2017-07-21,6,3,3297.0,3254.5051,3311.7388,140105.68530000048,48593.82360000027
2017-07-31,26,18,289.0,119.72043,120.87906,48921.795730000005,48586.951660000006
2017-07-24,29,18,357.0,236.60788,220.9762,42979.986840000005,48560.4966
2017-07-25,11,5,725.0,662.01874,658.074,45661.41350000002,48521.350000000035
2017-08-10,41,30,1545.652,1582.5856,1577.034,57086.49270720011,48505.6510640001
2017-07-30,26,8,424.0,322.93137,309.60687,42853.09911999999,48502.687119999995
2017-07-30,20,18,610.0,556.81195,530.5119,32444.710499999986,48487.741000000016
2017-07-24,20,30,832.019,1007.8001,890.28076,146253.21504090005,48474.891293439985
2017-07-24,28,18,401.0,293.5722,280.15002,43078.54779999999,48460.841980000005
2017-08-05,44,25,850.0,940.1433,907.0028,76621.80499999996,48452.37999999998
2017-08-12,1,3,1659.0,1450.6465,1629.8228,345658.4564999999,48404.97480000014
2017-07-31,9,9,615.462,489.89136,536.8749,77283.95723567998,48367.373740199975
2017-08-13,30,30,479.459,578.2298,580.3312,47356.54899719998,48364.08413979998
2017-08-05,38,18,398.0,505.9769,519.5149,42974.8062,48362.9302
2017-08-04,43,10,306.0,154.29541,147.98703,46421.60454,48351.96882
2017-08-04,41,8,643.0,704.05566,718.172,39258.789379999995,48335.59600000002
2017-08-08,4,8,577.0,644.5752,660.7393,38990.8904,48317.57609999998
2017-07-29,24,18,402.0,293.5646,281.83337,43591.03080000001,48306.98526
2017-07-24,39,10,1729.0,1238.2122,1756.9232,848572.1062000002,48279.212799999914
2017-07-24,11,18,499.0,417.67548,402.24948,40580.93548,48278.50948
2017-08-11,44,24,1435.457,1443.5353,1469.0891,11596.052283099856,48277.43336969973
2017-08-11,47,18,581.0,491.9047,497.9087,51764.369300000006,48276.04529999999
2017-08-03,40,30,859.071,875.1478,915.2654,13811.112652799944,48274.97940239998
2017-08-09,45,7,2053.0,2376.231,2076.5098,663593.2430000005,48265.61939999962
2017-08-03,47,18,567.0,671.14825,652.12213,59052.05774999998,48264.24770999998
2017-07-30,31,25,515.0,442.49808,421.28702,37338.48879999999,48262.184700000005
2017-07-30,44,11,590.498,700.44836,672.2202,64925.467679279966,48256.79565559996
2017-08-02,46,31,306.0,456.42615,463.58493,46030.401900000004,48220.98858
2017-08-15,29,9,385.777,261.9582,260.85156,47766.4452076,48193.36146687999
2017-08-01,35,5,265.0,90.19523,83.147804,46323.264050000005,48190.83194
2017-08-14,29,8,588.0,644.3684,669.9363,33144.61919999997,48178.54439999998
2017-07-24,28,10,306.0,498.1203,463.37573,58788.811799999996,48156.973379999996
2017-08-03,33,24,287.342,471.03842,454.92075,52783.69671563999,48152.4131825
2017-07-26,20,9,390.63,525.7721,513.88403,52790.55852300001,48146.72173890002
2017-07-23,17,5,560.0,506.3876,474.05844,30022.94399999999,48127.273599999986
2017-07-22,22,7,462.0,588.5745,566.1616,58477.41899999997,48122.65920000001
2017-08-10,3,8,1617.0,1750.6647,1587.2504,216135.81990000006,48105.103200000165
2017-08-07,5,12,3084.0,3092.142,3099.584,25109.92799999946,48061.05599999949
2017-08-08,30,7,512.0,974.78644,418.2144,236946.65727999998,48018.227199999994
2017-08-13,44,18,741.0,728.4449,805.7834,9303.329100000028,48004.49940000002
2017-08-12,48,31,461.0,500.8361,565.12665,18364.442099999993,48002.38565000002
2017-08-10,18,12,2169.586,2330.18,2147.461,348422.49408400006,48002.090249999994
2017-07-19,49,25,521.0,421.8294,428.97952,51667.88259999999,47942.67008000001
2017-07-23,53,7,1304.0,1379.1622,1340.7104,98011.50879999998,47870.36159999992
2017-08-06,49,25,838.0,803.9546,780.93866,28530.04519999998,47817.40291999998
2017-07-25,45,25,559.0,637.14215,644.5074,43681.46185000001,47798.636599999976
2017-08-13,36,8,723.0,610.6094,656.8944,81258.40379999996,47794.348799999985
2017-08-06,19,30,450.005,564.30554,556.1929,51435.81450269998,47785.08593950001
2017-08-14,40,5,529.0,449.7946,438.67984,41899.6566,47779.36463999999
2017-07-21,22,7,402.0,545.6145,520.79803,57733.02900000001,47756.80806000002
2017-07-20,20,9,444.8,579.09326,552.0817,59733.64204799999,47718.900159999976
2017-08-03,2,7,847.0,858.23346,903.28094,9514.740620000031,47669.95617999999
2017-07-21,53,24,517.29,440.3304,425.1374,39810.43148399998,47669.618453999974
2017-07-30,39,10,341.0,538.4749,480.46744,67338.94090000002,47558.39704
2017-08-05,14,30,533.387,424.1933,444.2331,58242.500061899955,47553.531259299976
2017-07-19,3,18,579.0,489.9223,496.92224,51575.9883,47523.02304000001
2017-08-02,45,9,733.857,711.0491,669.1323,16737.737070300012,47498.67416789999
2017-07-23,34,7,886.0,832.56854,832.4139,47340.273560000016,47477.28459999999
2017-08-08,34,8,448.0,531.3603,553.8557,37345.41440000002,47423.35359999998
2017-08-08,49,31,375.0,251.25952,248.80598,46402.67999999999,47322.7575
2017-07-24,1,3,2158.0,2225.4426,2179.9282,145541.1307999997,47321.05559999964
2017-07-26,34,7,539.0,606.07416,626.7427,36152.97224,47293.31530000001
2017-08-13,38,7,865.0,907.0666,919.65063,36387.609,47272.79494999998
2017-07-19,45,9,619.536,557.5336,543.3584,38412.718886399976,47194.76559359999
2017-08-07,48,30,1984.165,2161.1614,1960.3794,351190.06200599996,47194.55502399986
2017-08-11,44,7,2106.0,2088.3213,2083.5957,37231.34219999986,47183.455800000316
2017-08-06,44,11,578.911,652.3854,660.36633,42535.13837840003,47155.38654563
2017-07-23,20,7,1781.0,1689.2716,1807.4753,163368.28039999993,47152.50930000011
2017-07-30,20,5,975.0,949.3414,926.65283,25017.13499999998,47138.490750000004
2017-08-10,48,8,839.0,797.2512,782.83124,35027.24319999997,47125.58964000002
2017-08-13,42,7,596.0,669.686,675.06445,43916.85600000002,47122.41219999998
2017-08-03,11,5,681.0,645.5923,611.8331,24112.643699999986,47102.65890000004
2017-07-19,41,8,710.0,693.25586,643.69183,11888.339400000012,47078.800700000014
2017-08-04,11,9,713.609,647.7105,647.65735,47025.76268650001,47063.691004850065
2017-08-11,29,8,600.0,576.34906,521.5649,14190.563999999995,47061.06000000002
2017-08-09,26,30,919.624,895.08264,868.5178,22568.82364864005,46998.488068800056
2017-07-26,12,7,689.0,621.4118,620.84985,46568.26980000002,46955.45335000004
2017-08-11,33,8,398.0,315.95288,280.09573,32654.753760000003,46925.89946
2017-07-19,22,7,573.0,500.514,491.17316,41534.477999999996,46886.77932
2017-07-20,2,3,2638.0,2653.0994,2655.7678,39832.21720000016,46871.45640000021
2017-08-11,28,9,479.409,399.30234,381.68893,38403.85376393999,46847.88103862998
2017-08-04,6,24,667.05597,711.65234,737.28064,29748.274848828885,46843.78536477986
2017-08-07,12,3,1789.0,1740.8269,1762.8198,86181.67589999996,46836.377800000024
2017-07-27,15,30,506.756,602.22394,599.16974,48378.95140264,46831.21722744004
2017-08-13,19,30,371.185,480.4068,497.3103,40541.49383299999,46815.819480499995
2017-07-20,14,30,455.052,364.20563,352.249,41339.82236124002,46780.710756
2017-08-10,52,11,392.227,266.8817,273.05582,49163.810983099975,46742.154417859994
2017-08-11,44,9,616.01,562.8315,540.1655,32758.48778499999,46720.97044500002
2017-07-19,53,8,602.0,524.1197,524.47705,46883.94060000002,46668.81590000002
2017-08-10,45,25,467.0,549.79926,566.8369,38667.254420000005,46623.83230000001
2017-08-15,46,7,1699.0,1590.066,1671.5613,185078.86599999995,46618.35129999987
2017-07-24,27,25,369.0,250.28346,242.77432,43806.40326000001,46577.27592000001
2017-07-29,45,25,942.0,990.06287,991.44116,45275.22353999998,46573.57271999997
2017-08-14,43,10,516.0,474.54196,425.74384,21392.34863999999,46572.178560000015
2017-08-02,27,8,1062.0,1063.7944,1018.1708,1905.6527999999958,46546.61040000001
2017-08-01,6,25,463.0,383.04175,362.5117,37020.66975000001,46526.082899999994
2017-08-15,4,8,568.0,627.1471,649.79407,33595.55280000001,46459.03176000002
2017-07-24,16,7,584.0,675.77484,663.53314,53596.50656000002,46447.35376
2017-08-15,45,18,570.0,488.2669,488.54507,46587.86699999999,46429.310099999995
2017-07-30,34,8,604.0,711.94476,680.78235,65198.63503999999,46376.53939999997
2017-07-20,18,7,405.0,522.808,519.2756,47712.24,46281.618000000024
2017-07-26,54,7,647.0,762.79425,718.5288,74918.87975000002,46279.13360000003
2017-07-28,10,8,321.0,128.21649,177.00467,61883.50671,46222.50093
2017-08-08,41,8,565.0,630.28406,646.762,36885.49389999997,46195.52999999997
2017-08-08,49,25,427.0,579.9819,534.99396,65323.2713,46113.420920000004
2017-08-14,16,10,403.0,279.36847,288.58087,49823.50659,46110.90939
2017-08-06,28,10,447.0,316.03085,343.8525,58543.21005000001,46106.93249999999
2017-08-13,48,9,839.227,975.1847,894.0963,114099.37269790003,46047.79803110006
2017-08-10,1,5,417.021,300.63455,306.79034,48535.59376545001,45968.50006386
2017-07-21,14,30,300.96,451.71423,453.67197,45370.9930608,45960.194491199996
2017-08-05,52,25,461.0,552.73206,560.6784,42288.47966000002,45951.7424
2017-07-30,44,22,378.0,610.9853,499.55508,88068.44340000002,45947.820239999994
2017-08-10,18,7,385.0,526.38275,504.22076,54432.35874999999,45899.99259999999
2017-07-23,28,25,320.0,435.5743,463.39114,36983.776,45885.1648
2017-08-13,8,5,793.814,806.80566,851.5431,10312.961591240019,45826.16778740001
2017-08-05,38,5,514.261,584.6538,603.36597,36200.27172080004,45823.21097716998
2017-08-03,28,7,1125.0,1177.83,1165.6982,59433.74999999992,45785.47500000005
2017-07-31,17,25,435.0,324.30164,329.94128,48153.78659999999,45700.5432
2017-07-22,49,9,485.592,601.29877,579.7008,56186.281857840004,45698.480409599986
2017-07-24,3,25,553.0,499.75693,470.40216,29443.417709999994,45676.60552000001
2017-08-06,25,7,366.0,505.34717,490.7833,51001.06422,45670.6878
2017-08-12,13,7,775.0,805.9433,833.8069,23981.057500000017,45575.34750000003
2017-08-04,51,7,1506.0,1434.4674,1475.7537,107728.0956,45550.92780000003
2017-08-09,53,7,864.0,969.0971,916.673,90803.89439999996,45509.472
2017-08-11,12,8,387.0,279.212,269.55008,41713.956000000006,45453.119040000005
2017-08-13,52,5,1071.987,1014.56323,1029.5878,61557.534930990114,45451.39121040007
2017-08-11,37,5,353.868,494.40082,482.1933,49730.067947760006,45410.21726040001
2017-08-15,14,8,436.0,329.40192,331.96246,46476.762879999995,45360.36743999999
2017-08-06,10,9,426.0,320.47446,319.6657,44953.88003999999,45298.411799999994
2017-07-19,1,7,860.0,826.20917,807.3366,29060.113800000025,45290.52400000002
2017-07-25,8,8,1103.0,1131.7081,1144.0569,31665.034300000065,45285.76070000004
2017-08-11,3,22,421.0,314.4464,313.44498,44859.06560000001,45280.663420000004
2017-08-11,12,3,1481.0,1551.5701,1511.5726,104514.31809999987,45278.02059999995
2017-07-31,23,8,474.0,568.46246,569.4903,44775.20603999998,45262.402200000026
2017-07-30,34,5,702.0,924.03094,766.46686,155865.71988,45255.73572
2017-08-11,32,7,342.0,495.47894,474.23746,52489.79748000001,45225.21132
2017-08-06,11,18,682.0,609.52167,615.7645,49430.22106000002,45172.611000000004
2017-08-13,44,11,394.298,537.1491,508.86035,56325.90302779999,45171.70548029999
2017-08-12,50,25,551.0,640.8609,632.90594,49513.35590000001,45130.17293999999
2017-08-10,43,8,560.0,486.73453,479.44547,41028.663199999995,45110.5368
2017-08-13,43,5,794.0,656.0587,737.19775,109525.39219999996,45100.98649999997
2017-08-07,6,5,608.566,528.88403,534.46704,48491.73775501999,45094.10769136003
2017-07-25,47,9,509.894,574.2048,598.32263,32791.69105519998,45089.22786522
2017-08-15,9,9,551.713,476.88556,469.99207,41283.27140471998,45086.49945308997
2017-08-08,52,11,356.0,225.78917,229.35675,46355.055479999995,45084.996999999996
2017-07-22,2,8,969.0,1050.9553,1015.4977,79414.68570000007,45056.27130000001
2017-07-27,4,7,618.0,708.92993,690.8898,56194.69674000001,45045.89640000002
2017-08-08,8,5,759.902,688.56287,700.7633,54210.747565260055,44939.61640740007
2017-08-13,47,18,653.0,704.60254,721.7754,33696.45861999998,44910.33619999999
2017-08-09,29,5,455.0,538.69476,553.7039,38081.115799999985,44910.27449999999
2017-08-01,21,9,477.146,386.1817,383.06827,43403.25188780002,44888.812558580015
2017-08-05,28,5,641.0,732.313,711.00183,58531.632999999994,44871.17303000003
2017-08-06,47,11,314.179,445.57938,456.99377,41283.23998802001,44869.40162383
2017-08-07,15,25,345.0,220.94267,215.03667,42799.77885,44837.34885
2017-07-30,27,9,442.168,383.25107,340.83456,26051.18110423999,44806.40449792
2017-08-03,6,12,4221.0,4142.4946,4231.611,331371.2934,44789.03099999948
2017-08-15,48,31,197.0,362.8226,424.18646,32667.052200000006,44755.73262
2017-08-12,40,30,1084.6,1047.2769,1043.3425,40480.634259999824,44747.88449999993
2017-08-02,39,5,678.0,617.1111,612.0488,41282.67420000002,44714.91359999998
2017-08-11,37,8,731.0,863.27423,792.1572,96692.46212999999,44705.913199999995
2017-08-02,34,8,760.0,724.4712,701.20917,27001.888000000035,44681.03080000002
2017-08-04,48,5,872.0,808.8483,820.8063,55068.282400000004,44640.90640000003
2017-07-19,5,7,840.0,884.92285,893.1127,37735.19400000003,44614.66800000001
2017-08-01,12,30,426.694,513.58594,531.24414,37076.26944636001,44610.91743716
2017-08-06,4,7,978.0,1025.876,1023.60913,46822.727999999974,44605.72914000005
2017-07-26,27,7,932.0,879.83246,884.1662,48620.14728000003,44581.101599999995
2017-07-24,15,7,764.0,863.3911,822.33044,75934.80040000004,44564.456159999965
2017-07-27,41,25,220.0,445.86386,422.45422,49690.049199999994,44539.928400000004
2017-07-29,20,30,1317.102,1344.6565,1350.9115,36292.087058999954,44530.560068999795
2017-08-12,24,5,797.436,825.5718,853.2083,22436.499808800014,44474.83982279998
2017-08-09,42,7,585.0,685.07513,661.0243,58543.95104999997,44474.21550000002
2017-07-30,39,25,515.0,457.05862,428.77563,29839.81069999999,44405.550550000014
2017-07-21,28,5,397.0,600.556,508.7854,80811.73200000002,44378.803799999994
2017-08-12,37,5,333.848,495.4879,466.6881,53963.157335200005,44348.4017048
2017-07-28,7,28,811.675,876.895,866.2877,52937.443500000016,44327.763272500015
2017-07-21,2,7,953.0,932.3214,906.49164,19706.705799999963,44322.46708000004
2017-07-25,5,7,757.0,849.7685,815.4983,70225.75450000001,44283.21309999998
2017-08-10,44,22,387.0,285.23193,272.6073,39384.24309000001,44269.974899999994
2017-08-12,54,30,696.92,614.04956,633.5642,57754.06704479994,44153.92413599995
2017-07-21,21,7,812.0,860.8766,866.32263,39687.799200000045,44109.975560000006
2017-07-30,40,18,471.0,587.35693,564.6062,54804.11403000002,44088.52019999998
2017-08-04,29,5,511.0,617.5952,597.2469,54470.147199999985,44072.16589999999
2017-08-11,5,3,1717.0,1705.6093,1691.3513,19557.83189999987,44038.817899999936
2017-08-01,43,5,606.0,681.34094,678.659,45656.609640000024,44031.35399999999
2017-07-29,43,5,578.0,668.1515,654.16266,52107.56700000003,44022.01747999998
2017-07-21,24,7,1217.0,1267.6272,1253.1675,61613.302399999884,44015.847500000025
2017-08-07,52,25,431.0,366.4917,328.92816,27803.077300000008,43992.96304
2017-07-24,51,9,346.109,230.94202,219.04453,39860.32828081999,43978.15664722999
2017-08-05,23,7,550.0,660.94403,629.94037,61019.2165,43967.20350000002
2017-07-24,28,9,418.857,326.91925,313.94287,38508.770151750025,43944.017749410006
2017-08-06,51,25,411.0,536.73395,517.8785,51676.65345000002,43927.06350000001
2017-08-04,25,5,452.325,352.75348,355.24792,45038.68778399998,43910.39021099998
2017-08-04,45,9,854.114,909.5624,905.4731,47359.25471759999,43866.52633740001
2017-08-03,48,9,616.584,513.425,545.4418,63606.188855999986,43865.1422448
2017-07-28,33,30,978.298,1016.3062,1023.1117,37183.34604359999,43841.15308260004
2017-08-14,48,5,818.0,765.3067,764.41833,43103.11940000002,43829.806060000024
2017-08-13,20,9,831.231,953.96936,883.93115,102023.92972116005,43805.99838465
2017-07-29,11,10,244.0,450.3079,423.4184,50339.12760000001,43778.08960000001
2017-08-02,1,7,942.0,902.24774,895.5521,37446.62891999998,43753.921800000004
2017-07-30,18,5,777.0,921.12585,833.2459,111985.78545000001,43703.064300000005
2017-07-26,51,8,1672.0,1669.4346,1645.8707,4289.348799999923,43688.1896000001
2017-07-28,49,7,1684.0,1683.4769,1709.932,880.9004000001905,43669.48800000003
2017-08-14,5,7,676.0,773.47034,740.53723,65889.94983999997,43627.16748000002
2017-08-11,48,11,313.134,173.40454,173.82147,43754.04472764001,43623.48976902
2017-07-23,45,18,1185.0,1127.1401,1148.2598,68563.9814999999,43537.13699999995
2017-07-28,23,7,619.0,569.6579,548.69495,30542.759899999975,43518.825950000035
2017-07-21,20,30,814.413,902.349,867.81714,71616.22156800002,43493.02586981999
2017-08-04,29,8,521.0,627.65405,604.41956,55566.76004999999,43461.59076000002
2017-08-12,23,7,397.0,514.5159,506.45514,46653.8123,43453.69057999999
2017-08-06,38,16,241.0,83.10229,60.701088,38053.348110000006,43452.037792
2017-08-10,38,7,706.0,772.6447,767.5075,47051.15819999996,43424.295000000035
2017-07-23,11,8,809.0,826.36127,755.3281,14045.267429999993,43420.567100000044
2017-08-03,42,8,746.0,824.85,804.1705,58822.10000000002,43395.19299999996
2017-08-11,51,25,362.0,230.60016,242.16937,47566.74208,43378.68806000001
2017-07-23,28,9,387.498,459.1678,499.42902,27771.9041604,43373.04638795999
2017-08-10,28,8,462.0,574.9849,555.83484,52199.02380000002,43351.696079999994
2017-07-31,15,30,578.156,645.5371,653.0255,38956.78725160003,43286.250642000006
2017-08-01,45,25,867.0,978.20636,916.9261,96415.91412000002,43285.92870000002
2017-08-03,34,30,540.412,612.2367,620.472,38814.92977640001,43265.38471999997
2017-07-22,48,9,791.179,901.8242,845.8323,87540.15869080003,43240.54324070005
2017-08-07,27,8,1142.0,1151.8175,1104.148,11211.585000000125,43226.9840000001
2017-07-29,31,25,407.0,300.78497,300.80475,43229.517210000005,43221.46674999999
2017-07-29,19,8,550.0,479.67212,471.426,38680.333999999995,43215.700000000004
2017-07-20,26,3,815.0,930.0497,868.0148,93765.50550000003,43207.06200000003
2017-08-10,14,12,2351.0,2444.0984,2332.6274,218874.33839999966,43193.982600000345
2017-08-13,28,25,324.0,421.00403,457.214,31429.30572,43161.336
2017-07-24,13,25,293.0,149.32642,145.72173,42096.35894,43152.53311
2017-07-24,35,12,1963.0,1990.4348,1984.974,53854.51239999999,43134.96199999987
2017-07-25,35,7,277.0,438.12994,432.70374,44632.99337999999,43129.935979999995
2017-07-19,39,5,628.0,657.4531,696.66254,18496.546799999967,43120.07512000002
2017-07-27,51,8,1205.0,1212.9727,1169.2397,9607.103500000037,43091.1614999999
2017-07-20,36,5,448.0,357.70422,351.81497,40452.509439999994,43090.89343999999
2017-07-31,1,7,678.0,688.5849,741.5276,7176.562199999965,43071.7128
2017-08-06,52,5,1120.068,1057.074,1081.6234,70557.5635919999,43060.56623280004
2017-08-09,24,5,710.141,667.5042,649.53906,30278.139788799996,43035.92227354
2017-08-09,3,5,1169.541,1201.456,1132.7502,37325.90101499995,43028.34902279999
2017-07-20,14,7,827.0,793.8969,775.00134,27376.263700000032,43002.891819999975
2017-08-09,25,7,450.0,378.54004,354.4859,32156.98200000001,42981.344999999994
2017-07-30,38,25,575.0,707.05585,649.7289,75932.11374999997,42969.11749999997
2017-07-22,15,30,643.327,689.6799,710.0922,29820.072098299985,42951.85582040003
2017-07-23,31,5,740.0,801.36633,797.9956,45411.08419999996,42916.74399999998
2017-08-04,35,3,1383.0,1444.4674,1414.0312,85009.4142,42916.14959999986
2017-07-27,33,30,967.723,903.3505,923.3804,62294.748817499945,42911.35389979995
2017-08-12,35,30,470.603,365.39865,379.43878,49509.482723050016,42902.15542466
2017-07-30,54,30,793.147,784.3782,847.2114,6954.9474136000445,42881.01666679999
2017-07-25,39,10,246.0,466.13065,420.21768,54152.1399,42857.54927999999
2017-08-06,51,18,375.0,521.2003,489.23093,54825.11249999999,42836.59875
2017-08-08,10,30,416.024,325.40826,313.0684,37698.32261776001,42832.0005344
2017-08-01,19,8,324.0,466.0382,456.1788,46020.376800000005,42825.931200000006
2017-08-02,43,5,616.0,548.14636,546.487,41797.84224000003,42820.00800000002
2017-07-27,46,7,1896.0,1936.5253,1918.576,76835.96880000003,42804.09600000004
2017-08-08,39,5,654.0,608.27374,588.56067,29904.974040000016,42797.32182000003
2017-08-03,38,5,343.645,454.39368,468.1163,38058.23013860001,42773.93988850001
2017-07-20,4,8,659.0,612.02875,594.1206,30954.053750000036,42755.52460000002
2017-07-30,52,11,355.975,490.0814,475.96344,47738.52573999998,42712.88492899999
2017-08-03,43,5,447.0,547.2723,542.42664,44821.71809999999,42655.70808000001
2017-08-09,5,3,1575.0,1732.6782,1602.062,248343.1650000001,42622.64999999984
2017-08-01,9,9,695.212,602.1653,633.93494,64687.182400399994,42600.54743672
2017-07-20,51,30,4223.218,4077.99,4233.3037,613329.5037040003,42594.10978260229
2017-08-06,43,3,6435.0,6235.468,6428.381,1283988.420000001,42593.264999997984
2017-08-05,3,24,822.768,909.1983,874.53613,71112.08507039999,42593.16078383994
2017-07-28,52,18,466.0,381.60077,374.61975,39330.04117999999,42583.1965
2017-07-19,9,8,677.0,773.549,739.85376,65363.67299999999,42551.995519999975
2017-07-28,28,8,660.0,604.82587,595.60944,36414.9258,42497.769600000036
2017-07-26,48,18,574.0,486.33267,499.97876,50321.047419999995,42488.19175999999
2017-07-31,2,8,827.0,843.1366,878.3298,13344.968200000036,42449.74459999998
2017-08-11,23,8,519.0,446.61002,437.24554,37570.39961999999,42430.564739999994
2017-07-21,48,8,1083.0,1079.3875,1122.1506,3912.3374999999505,42400.09979999994
2017-08-11,14,9,379.0,270.2608,267.18048,41212.1568,42379.59808
2017-07-30,39,8,716.0,921.2998,775.1855,146994.6568,42376.818000000036
2017-08-04,17,28,308.142,410.8896,445.64767,31660.850959199994,42371.27216514
2017-08-08,45,18,461.0,503.50928,552.88293,19596.778079999996,42358.03072999999
2017-08-12,19,30,593.349,529.3694,521.9722,37962.23168040001,42351.35290320001
2017-07-23,54,5,443.0,326.62595,347.45224,51553.704150000005,42327.65767999999
2017-07-24,11,9,559.046,501.33224,483.34787,32264.64667296002,42318.73678398003
2017-07-22,19,8,499.0,422.88483,414.27765,37981.46982999999,42276.45265000001
2017-08-11,48,31,440.0,465.45007,536.0034,11198.030799999993,42241.49600000003
2017-07-30,6,25,534.0,457.6175,454.982,40788.255,42195.61199999999
2017-07-25,12,30,403.755,446.65952,508.22205,17322.914472599998,42179.09377275001
2017-07-25,36,3,2620.0,2651.9983,2636.0923,83835.54600000053,42161.82599999946
2017-07-24,29,10,555.0,543.82355,479.10327,6202.929750000025,42122.68515
2017-07-23,40,8,793.0,850.8465,739.92944,45872.27449999999,42084.95408
2017-08-14,17,3,3047.0,3105.8599,3060.8086,179346.11529999977,42074.80419999952
2017-07-30,43,18,408.0,327.30463,304.89297,32923.71096000001,42067.668240000006
2017-08-01,29,9,388.534,292.4997,280.34082,37312.590716199986,42036.728998119994
2017-07-19,5,8,582.0,530.44684,509.79065,30003.93912000003,42025.84169999998
2017-08-11,3,11,432.863,338.00815,336.0136,41059.15493555,41922.5218322
2017-08-01,53,8,523.0,605.41785,603.05554,43104.53555000002,41869.04741999997
2017-07-26,22,7,383.0,487.4679,492.21658,40011.20569999999,41829.95014000001
2017-08-13,10,3,1526.0,1466.6633,1498.5997,90547.8042000001,41812.85780000003
2017-08-07,20,5,412.0,533.8567,513.4835,50204.96040000002,41811.20200000002
2017-08-06,49,9,672.719,637.5574,610.67725,23653.876390400015,41736.66401825006
2017-07-26,48,7,1641.0,1615.0913,1615.5715,42516.17669999992,41728.16849999998
2017-08-12,44,31,611.0,490.08316,542.7526,73880.18923999999,41699.16139999998
2017-07-22,28,25,259.0,425.97366,419.95425,43246.17794,41687.15075
2017-08-05,42,5,551.919,622.6716,627.38794,39049.70423940002,41652.74189585999
2017-07-26,17,8,912.0,829.28046,866.3479,75440.22048000005,41634.71520000002
2017-07-25,37,8,826.0,878.6319,876.36554,43473.949399999976,41601.93604000001
2017-07-29,54,30,729.844,651.008,672.8712,57537.981584000016,41581.256243200005
2017-08-11,36,9,327.992,187.68956,201.24149,46018.077900480006,41573.153275920005
2017-07-29,21,18,437.0,350.92023,341.88916,37616.859489999995,41563.437079999996
2017-07-19,5,25,328.0,196.12827,201.30075,43253.92744000001,41557.354
2017-08-03,17,8,631.0,703.75946,696.83295,45911.21925999999,41540.59144999999
2017-07-22,20,5,513.0,623.6644,593.9087,56770.8372,41506.163099999976
2017-08-15,51,5,704.801,762.9177,763.6637,40960.70827669995,41486.489822699936
2017-07-22,33,8,535.0,481.6023,457.53036,28567.76949999999,41446.25740000002
2017-07-26,32,12,1156.0,1083.3083,1191.8257,84031.6052000001,41414.50920000011
2017-08-01,18,8,754.0,693.73114,699.08276,45442.72044000001,41407.598959999996
2017-07-24,23,30,1146.746,1225.4961,1182.8456,90306.36217459998,41397.071901600015
2017-08-09,39,8,611.0,833.46375,678.74,135925.35125,41389.14000000001
2017-07-23,18,7,715.0,813.54407,772.8798,70459.01005000003,41384.05700000003
2017-08-02,33,7,1186.0,1160.1307,1220.8877,30680.98980000008,41376.81219999999
2017-08-05,21,8,790.0,762.3099,737.6511,21875.179000000022,41355.630999999965
2017-07-28,34,30,582.709,662.7668,653.6676,46650.40058020002,41348.21484740002
2017-08-04,27,5,493.67902,563.13837,577.3592,34290.62383783701,41311.1492558236
2017-08-14,47,7,1916.0,1779.8271,1894.4429,260907.27640000006,41303.40359999998
2017-08-09,21,30,1093.844,1114.1063,1056.0851,22163.79528119986,41302.346211600045
2017-08-14,13,7,661.0,736.58014,723.4817,49958.47254000002,41300.40370000003
2017-08-08,3,5,1086.024,1029.3491,1048.0,61550.30159759997,41294.97657599987
2017-08-04,44,24,1547.814,1586.6792,1574.461,60156.10067279994,41244.5996579999
2017-07-26,45,25,518.0,603.3504,597.5794,44211.50720000002,41222.12919999998
2017-08-15,3,8,1832.0,1855.7904,1854.471,43584.012800000164,41166.872
